auid,formula,NE,NA,BGAP,EPA,ASPIN,ENPA,VPA,D,BM,SM,YM,ANI,PR,PUGR,IPUGR,DT_AGL,vs,vl,vm,DT_A_AGL,gruneisen,Cv_300,Cp_300,TEX_300,TC_300,VIB_EN_300,VIB_FE_300
aflow:d53254a247baa5b7,Al8Zr10,2,18,0,-6.82904,0,-6.82904,19.9756,5.20961,101.079,46.061,119.961,0.656973,0.302199,0.455692,2.194464682,365.97,2973.47,4542.05,3258.04,139.655,1.74432,50.254,51.155,0.0000339,4.15339,0.304973,-8.37015
aflow:d53b439bbbbad9b9,O24Tl16,2,40,0,-4.60538,0,-4.60538,15.5937,9.72744,107.336,31.9501,87.1982,0.0802903,0.364602,0.297665,3.359481296,244.123,1812.33,2768.38,1985.77,71.346,2.42234,116.309,121.641,0.0000619,0.474624,0.408673,-42.6252
aflow:d53b5190863cc376,P1Tl1,2,2,0,-3.67174,0,-3.67174,28.5582,6.84213,46.5556,24.8606,63.3123,0.842942,0.273345,0.533999,1.872662683,200.876,1906.16,2911.71,2088.59,159.534,2.39495,5.87703,6.24831,0.0000856,3.16604,0.460814,-59.0839
aflow:d545689b2e3aed45,Ir4Li8Mg4,3,16,0,-3.06686,0,-3.06686,14.6272,6.53918,64.8,25.9173,68.6055,3.50239,0.323546,0.399958,2.500262528,268.858,1990.83,3041.04,2181.35,106.753,1.89608,46.2191,48.5115,0.0000858,1.23355,0.384679,-34.9191
aflow:d556e520fbda64b1,Al2Au2O4,3,8,0.9622,-5.64334,0,-5.64334,11.4811,9.25458,164.693,68.0651,179.471,2.71887,0.318378,0.413285,2.41963778,400.919,2711.96,4142.59,2971.51,200.5,2.17875,22.0332,22.6833,0.0000448,4.9083,0.283899,-0.995934
aflow:d57c353d5e7d36ea,Co4S4Sb4,3,12,0.6494,-4.08444,0,-4.08444,16.7422,7.0335,98.8648,79.031,187.209,0.116254,0.184402,0.799385,1.250961677,430.18,3352.07,5120.37,3672.87,187.82,2.25033,32.6393,33.7879,0.0000518,5.42072,0.26749,4.89237
aflow:d5826e5e5181d54c,Li1Pb1Pd2,3,4,0,-3.2045,0,-3.2045,16.9702,10.4441,88.0444,15.127,42.9227,7.51364,0.418748,0.17181,5.820382981,153.022,1203.49,1838.35,1318.66,96.384,2.57831,11.8582,12.6508,0.0000841,0.57286,0.531745,-81.0467
aflow:d593ce062e073630,La3Mg3Tl3,3,9,0,-3.28037,0,-3.28037,29.1643,6.97637,48.2148,29.6861,73.8929,0.433176,0.244571,0.615705,1.624154425,213.92,2062.82,3151.01,2260.24,102.88,2.06048,26.3589,27.4863,0.0000678,2.03432,0.441887,-53.1483
aflow:d59c6ae99050de55,Ni2P2Ta8,3,12,0,-8.38662,0,-8.38662,15.9616,14.1044,214.156,104.714,270.117,0.0551298,0.289782,0.488962,2.045148703,356.986,2724.74,4162.11,2985.51,155.934,1.93839,33.6069,34.0515,0.0000226,8.04433,0.310378,-10.2317
aflow:d5a6aeb932a9e196,Fe1La1O3,3,5,0.5431,-7.45826,0.999486,-7.45826,12.5803,6.40838,168.089,92.5981,234.697,0.00812707,0.267289,0.550888,1.815251013,534.101,3801.25,5806.51,4165.05,312.285,2.06633,12.8946,13.1908,0.0000367,13.9237,0.21655,24.2826
aflow:d5aca1c46711cc60,Nb10P2Si6,3,18,0,-7.73311,0,-7.73311,15.9891,6.69011,178.501,79.2017,206.991,0.76327,0.306732,0.443705,2.253749676,459.955,3440.73,5255.8,3770.02,175.523,1.99012,48.2005,48.9347,0.0000254,5.89999,0.249901,11.3745
aflow:d5adc38fa8b953cf,Al1Zr3,2,4,0,-7.64384,0,-7.64384,21.0467,5.93,101.603,56.7269,143.478,0.700745,0.264642,0.55832,1.791087548,365.931,3092.91,4724.5,3388.91,230.566,1.739,11.1656,11.3577,0.0000327,13.9246,0.304681,-8.26908
aflow:d5b4a2bd84341848,Ag4O4Rb4,3,12,1.4461,-2.90303,0,-2.90303,25.8795,4.47728,23.9464,10.1089,26.5858,0.626882,0.314963,0.422149,2.368831858,197.895,1502.61,2295.27,1646.41,86.4845,2.35511,35.3172,38.6945,0.000130678,0.545209,0.470784,-62.1957
aflow:d5b672c7928a8d6a,C1Rh3Sc1,3,5,0,-5.7689,0,-5.7689,13.8006,8.80005,211.456,87.5244,230.738,0.03312,0.318135,0.413914,2.415960803,429.915,3153.71,4817.37,3455.53,251.466,2.19697,13.5838,13.8511,0.0000297,9.87466,0.266071,5.40835
aflow:d5bcd95c472ed381,B1Ni6Si2,3,9,0,-3.75316,0,-3.75316,10.1088,7.64974,202.924,77.5816,206.437,1.64557,0.330448,0.382319,2.615616802,491.068,3184.61,4864.57,3489.39,236.048,2.17669,23.7494,24.3605,0.0000392,5.82174,0.235631,16.7873
aflow:d5c15517b8665073,Ce1Zn1,2,2,0,-2.23822,0,-2.23822,22.9486,7.43491,65.5833,29.9636,78.0103,1.36614,0.301753,0.456878,2.188768118,229.074,2007.52,3066.53,2199.64,181.757,1.92162,5.83572,6.02984,0.0000568,6.13501,0.423607,-47.3751
aflow:d5c51266525c72cc,Rh4Si4Y4,3,12,0,-6.31961,0,-6.31961,18.0801,6.73204,121.961,60.1363,154.943,0.667527,0.288261,0.49308,2.028068468,388.979,2988.79,4565.45,3274.82,169.911,2.02803,33.1952,33.8826,0.0000338,5.32446,0.290283,-3.2503
aflow:d5d6892e186b409e,Ge2Sn2Tb2,3,6,0,-4.90146,0,-4.90146,24.3366,7.9651,66.2574,40.7316,101.414,0.645456,0.2449,0.614748,1.626682803,257.038,2261.36,3454.29,2477.78,141.433,2.08072,17.3789,17.9695,0.0000538,4.05561,0.393953,-37.9096
aflow:d5d8c218ad74d303,Cl1K1,2,2,4.8604,-3.35196,0,-3.35196,27.8769,2.22039,20.1444,9.47221,24.5662,3.10533,0.29675,0.470214,2.126691251,207.925,2065.43,3155,2263.1,165.09,2.28286,5.88362,6.94312,0.000248055,1.23719,0.467897,-61.2955
aflow:d5e5b45e280589f4,Fe2In2O6,3,10,0.9602,-6.20845,0.999587,-6.20845,12.2297,5.93802,162.746,67.9403,178.923,0.198304,0.316767,0.417462,2.395427608,494.532,3382.54,5166.92,3706.26,229.759,3.60862,26.4731,28.8237,0.0000796,1.88724,0.238597,15.6495
aflow:d5ed427be3fdc992,P2Pd2Sr1,3,5,0,-4.40446,0,-4.40446,17.7943,6.76313,104.711,49.5872,128.481,0.127411,0.2955,0.473563,2.111651459,333.087,2707.77,4136.18,2966.91,194.74,2.35063,14.1504,14.7076,0.0000551,4.28747,0.330714,-17.1431
aflow:d5f8ae327ad270d9,Al8Ba4Si8,3,20,0,-4.34849,0,-4.34849,23.6466,3.47554,57.2479,35.8531,88.9833,0.177384,0.240941,0.626279,1.596732447,369.844,3211.83,4906.15,3519.21,136.309,2.01048,55.8145,57.8604,0.0000598,2.4526,0.304268,-8.12624
aflow:d5fbf49b996f3f8e,Ge4Ho4Mg2,3,10,0,-4.72209,0,-4.72209,22.1358,7.49179,78.3658,57.8055,139.192,0.386406,0.203969,0.737638,1.355678531,312.95,2777.74,4243.07,3043.58,145.282,1.95754,28.4773,29.3163,0.0000496,4.93397,0.344669,-21.8104
aflow:d60381257f6b92b6,B4C4Tb2,3,10,0,-7.60239,0,-7.60239,10.4841,6.48012,173.294,112.461,277.379,1.00553,0.233228,0.648959,1.540929396,656.906,4165.9,6363.51,4564.59,304.952,1.71696,23.8937,24.2416,0.0000282,19.4036,0.17094,43.8444
aflow:d61106f1b7aa59d4,Ir5Sn7,2,12,0,-4.84093,0,-4.84093,20.7306,11.9613,130.206,50.7673,134.784,0.522256,0.327472,0.389901,2.564753617,249.06,2060.17,3146.96,2257.34,108.761,2.4816,34.8272,35.8379,0.0000386,1.91967,0.401322,-40.2748
aflow:d611e813a85efcb0,Ag2I2,2,4,2.0009,-1.41333,0,-1.41333,36.7496,5.30413,25.9388,5.08336,14.3149,0.125537,0.408021,0.195975,5.10269167,91.0355,978.967,1495.4,1072.66,57.3264,2.45261,11.9537,13.3904,0.000155028,0.191901,0.676275,-125.027
aflow:d632b7e2e03f62e8,Ga12Pd1Y4,3,17,0,-3.98931,0,-3.98931,19.02,6.67044,75.0111,54.3749,131.379,0.000323755,0.208089,0.724891,1.379517748,343.959,2855.1,4361.24,3128.35,133.785,2.17408,47.9241,49.9531,0.0000642,2.66597,0.322726,-14.4449
aflow:d63b3d98960b8a00,Hg1Se1,2,2,0,-1.94416,0,-1.94416,24.3317,9.53909,58.9222,13.9983,38.9134,0.436138,0.38993,0.237573,4.209232531,136.928,1211.39,1850.43,1327.33,108.737,2.48299,5.9435,6.33489,0.0000854,1.04403,0.561023,-90.0183
aflow:d63cc0a05a52c00f,Ag1Mg1Sb1,3,3,0,-2.23724,0,-2.23724,23.7905,5.90782,54.3667,13.5164,37.446,5.13115,0.385205,0.248616,4.022267272,172.098,1512.58,2310.5,1657.33,119.258,2.23015,8.86433,9.35146,0.0000805,1.19644,0.500343,-71.3701
aflow:d64cf23933c2a0e4,Bi1Dy2O2,3,5,0,-7.33763,0,-7.33763,20.454,9.1897,70.8258,34.6725,89.425,0.940863,0.289566,0.489547,2.042704786,277.981,1942.42,2967.09,2128.31,162.575,1.96273,14.3926,14.7355,0.0000401,6.01725,0.373497,-31.2913
aflow:d64db9afae4c16aa,Te1U1,2,2,0,-6.87631,1.64117,-6.87631,33.0167,9.1945,57.9722,20.2422,54.3956,16.7361,0.343616,0.349171,2.863926271,152.967,1483.77,2266.49,1625.77,121.436,2.03827,5.92588,6.10213,0.0000477,3.22,0.525998,-79.2806
aflow:d6559f2e85efc60a,Sn4Y2Zn2,3,8,0,-4.02576,0,-4.02576,24.085,6.75084,60.5576,31.7824,81.1505,0.302202,0.276657,0.52483,1.905378885,244.949,2169.78,3314.39,2377.43,122.5,2.11538,23.2515,24.1977,0.0000632,2.33702,0.406905,-42.0609
aflow:d67726ba2285ad37,N4Nb4,2,8,0,-9.35451,0,-9.35451,11.0402,8.04035,297.952,128.417,336.856,0.45224,0.311571,0.430999,2.320190998,591.904,3996.45,6104.68,4378.92,296,2.04177,19.9286,20.1949,0.0000218,14.9873,0.193182,33.9629
aflow:d67acb31a621d6d8,Al8Dy12,2,20,0,-4.58238,0,-4.58238,25.7607,6.98055,59.1659,30.8928,78.9393,0.0960434,0.277633,0.522138,1.915202494,236.044,2103.7,3213.45,2305.03,86.9431,1.66544,58.2302,59.5916,0.0000461,2.15715,0.414055,-44.3411
aflow:d6855b652e1d45f7,O3Pb1Zr1,3,5,2.2831,-7.80252,0,-7.80252,14.9164,7.71287,155.322,76.5572,197.262,0.367838,0.28833,0.492893,2.028837902,416.941,3150.54,4812.53,3452.06,243.863,2.08209,13.6695,13.9779,0.0000359,9.84373,0.273922,2.56754
aflow:d698f685b0961bd3,Bi2O8V2,3,12,2.7616,-6.99725,0,-6.99725,14.8812,6.02418,110.523,37.4898,101.045,2.31899,0.347627,0.339204,2.948078442,386,2494.64,3810.62,2733.38,168.601,1.99515,33.2361,33.9657,0.0000364,3.72026,0.29214,-3.90251
aflow:d6c99e9be3bdcc51,In3Pd2,2,5,0,-3.12858,0,-3.12858,20.3091,9.11271,88.6733,37.7439,99.1622,0.210318,0.313619,0.425651,2.349342536,237.886,2035.17,3108.77,2229.94,139.183,2.96834,14.5789,15.7204,0.0000844,1.52235,0.420393,-46.3559
aflow:d6cb5fa9b12ad8ad,N1Tl1,2,2,0,-4.19373,0,-4.19373,15.2217,11.9114,108.861,49.134,128.126,0.500652,0.303839,0.451346,2.215595131,264.877,2031,3102.41,2225.38,210.331,2.53603,5.78484,6.09896,0.0000699,4.82195,0.389032,-36.3247
aflow:d6e8878db8c79997,K12Sb4Te12,3,28,1.6961,-3.19521,0,-3.19521,42.0725,3.50619,10.2813,5.4716,13.9416,0.0184058,0.273998,0.532189,1.879031697,163.926,1249.22,1908.22,1368.78,54.008,2.0726,82.8755,89.0033,0.000115575,0.34716,0.515639,-76.0916
aflow:d6f010030d72ed38,Mn1Pb1Rh2,3,4,0,-4.95815,1.31664,-4.95815,16.6485,11.6684,139.883,51.6306,137.923,1.17034,0.335669,0.369097,2.709314896,267.926,2103.52,3213.19,2304.84,168.829,2.51271,11.5548,11.9937,0.0000492,3.53935,0.384679,-34.919
aflow:d703536143aae71d,Dy4Ni4P4,3,12,0,-5.21979,0,-5.21979,16.7021,8.35678,128.009,65.3667,167.576,0.172825,0.281817,0.510643,1.958315301,357.093,2796.78,4272.15,3064.44,155.934,2.0681,33.6315,34.465,0.0000396,4.40975,0.311688,-10.6812
aflow:d71692d1991ba185,Cd33La3,2,36,0,-0.957481,0,-0.957481,23.3987,8.13413,55.2111,27.198,70.0855,0.00686502,0.288432,0.492618,2.029970484,196.061,1828.58,2793.2,2003.58,59.3593,2.62653,105.964,115.955,0.000114192,0.321074,0.471576,-62.4426
aflow:d71d07cdd5ecf61b,Ag2Bi2Ca2,3,6,0,-2.69829,0,-2.69829,27.753,7.11869,39.2021,19.2232,49.5676,0.517188,0.289265,0.490361,2.039313893,183.976,1643.28,2510.16,1800.55,101.259,2.17597,17.6906,18.6882,0.0000846,1.44134,0.483429,-66.1293
aflow:d730f802335716fc,Ca4Ge8Li4,3,16,0,-3.74537,0,-3.74537,21.2334,3.75774,43.4609,29.2933,71.758,0.570592,0.224818,0.674016,1.483644305,334.131,2792.04,4264.91,3059.24,132.548,1.96482,45.2825,47.6271,0.0000864,2.06813,0.330764,-17.16
aflow:d73b0934ea26239d,Be26Sr2,2,28,0,-3.64178,0,-3.64178,10.0348,2.42047,94.7722,116.007,247.17,0.0117804,0.0653259,1.22406,0.816953417,1009.96,6922.97,10575,7585.52,332.61,1.60859,50.2395,51.2411,0.0000415,14.5127,0.0909038,89.8528
aflow:d747bd4ffc1c3a31,Au2Tb1,2,3,0,-3.18704,0,-3.18704,21.1741,14.4523,95.6998,34.3779,92.1049,0.980243,0.339594,0.359227,2.783755119,181.063,1542.31,2355.92,1689.91,125.498,2.43318,8.84648,9.20936,0.0000551,2.42162,0.484428,-66.4394
aflow:d7486a814fe4eaea,Al1C1Sc3,3,5,0,-6.24388,0,-6.24388,19.1775,3.01083,97.2611,80.5124,189.302,0.012972,0.175611,0.827796,1.208027098,617.003,5171.16,7899.08,5666.06,360.824,1.84179,12.2627,12.5005,0.000035,22.7795,0.184242,37.8454
aflow:d74b868516d839b8,Dy8S12,2,20,0.7331,-6.38626,0,-6.38626,21.5867,6.47979,81.5018,38.8811,100.64,0.264563,0.294197,0.477059,2.096176783,299.014,2449.57,3741.77,2684,110.153,1.89512,57.1935,58.5639,0.0000418,2.42768,0.355083,-25.2586
aflow:d74f6bcfd89bfc28,Cu2Na2Se2,3,6,0.3663,-3.00495,0,-3.00495,19.5052,4.6964,40.7854,20.5919,52.8768,0.503917,0.283923,0.504884,1.980652982,274.032,2093.95,3198.56,2294.34,150.788,2.23483,17.3301,18.6409,0.000109881,1.84977,0.384281,-34.7903
aflow:d7541a64a6187dd2,Ni1Sn1U1,3,3,0,-5.09093,0.817917,-5.09093,23.3447,9.84958,78.6611,26.9159,72.4807,2.32687,0.346428,0.342175,2.922481187,186.948,1653.09,2525.13,1811.29,129.659,2.24094,8.83578,9.16565,0.0000551,2.47439,0.475752,-63.7427
aflow:d76ed031097bc0bf,Er1Ni1Sb1,3,3,0.0599,-4.47351,0,-4.47351,20.788,9.25808,93.1556,58.0298,144.156,0.147507,0.242087,0.622934,1.605306501,296.044,2503.6,3824.31,2743.2,205.235,2.1124,8.59037,8.84431,0.0000461,8.97732,0.358567,-26.4062
aflow:d7725dfc4e67231f,Cu2Er2Pb2,3,6,0,-3.81781,0,-3.81781,22.413,10.8171,69.3702,40.1552,100.981,0.30187,0.257386,0.578853,1.727554319,223.92,1926.71,2943.1,2111.1,123.272,2.23826,17.5344,18.2842,0.0000627,2.79132,0.430909,-49.6863
aflow:d777d711551d8ca1,Cs2H4Mg1,3,7,3.0015,-2.62548,0,-2.62548,19.7708,3.52934,16.3598,11.7143,28.3713,1.288,0.210965,0.716045,1.396560272,243.811,1821.85,2782.92,1996.21,127.553,1.77217,20.4021,22.7393,0.000206912,1.50805,0.418583,-45.7808
aflow:d778b13b108a18d4,In4Li4Se8,3,16,1.6846,-3.76352,0,-3.76352,27.1024,4.28395,30.7299,13.5197,35.3719,0.14833,0.308157,0.439954,2.272964901,223.946,1776.49,2713.63,1946.5,88.8945,2.13141,46.7765,49.466,0.0000876,0.822096,0.432786,-50.2794
aflow:d78310bea3777178,Cd2La1,2,3,0,-2.22718,0,-2.22718,27.45,7.3343,44.3663,21.095,54.6272,1.07308,0.294787,0.475474,2.103164421,188.934,1695.94,2590.59,1858.25,131.045,2.13398,8.83561,9.2599,0.0000739,2.62684,0.475624,-63.7032
aflow:d78aa7a19394adb5,Ca2Ge2N4,3,8,2.6159,-6.41332,0,-6.41332,13.5206,4.31952,113.986,50.2937,131.535,4.1721,0.307673,0.441228,2.266401951,506.109,3412.23,5212.27,3738.8,253,2.09556,20.9485,21.5322,0.0000441,6.24277,0.22883,19.4221
aflow:d7ab8c656ef3d930,Cd4Sr2,2,6,0,-1.18252,0,-1.18252,29.612,5.8402,33.3482,13.7992,36.3798,0.731947,0.318182,0.413793,2.416667271,156.967,1537.14,2348.02,1684.25,86.4004,2.29593,17.7834,19.3714,0.000123915,0.715945,0.529399,-80.3261
aflow:d7af12a25c0d430e,Au2Zr6,2,8,0,-6.9774,0,-6.9774,21.1552,9.23525,114.506,41.1993,110.362,1.19082,0.339365,0.359802,2.779306396,250.032,2112.13,3226.33,2314.27,125,2.02352,23.2047,23.7091,0.0000356,3.14792,0.399149,-39.5782
aflow:d7c8a385639a4031,Cu2Dy2Sn2,3,6,0,-4.05019,0,-4.05019,22.2017,8.59465,75.8607,46.6432,116.129,0.334825,0.244864,0.614853,1.626405011,270.034,2329.59,3558.51,2552.54,148.587,2.11654,17.3164,17.9118,0.0000535,4.33028,0.381691,-33.952
aflow:d7cf31af15fb72a8,Cu1Zr2,2,3,0,-6.54609,0,-6.54609,19.5935,6.94907,110.953,45.4699,120.015,0.793278,0.319721,0.409812,2.440143285,305.972,2557.99,3907.39,2802.8,212.169,1.84998,8.55637,8.73114,0.0000365,9.17171,0.348397,-23.0482
aflow:d7ede21cac9ab06a,Rh8Sn4,2,12,0,-4.1645,0.183858,-4.1645,16.3358,10.9952,171.569,56.6696,153.147,0.171972,0.351229,0.330302,3.027532379,285.92,2270.25,3467.86,2487.52,124.922,2.79752,34.4777,35.8289,0.000046,1.50651,0.367961,-29.4858
aflow:d7f164ab4add4aad,Au2Dy2Sn2,3,6,0,-3.94879,0,-3.94879,24.0318,11.0131,76.9205,40.8505,104.12,0.22607,0.2744,0.531074,1.88297676,223.06,1925.94,2941.93,2110.26,122.722,2.34836,17.5335,18.1997,0.0000531,2.77216,0.430652,-49.6051
aflow:d7f3c7cbcc4978f2,F3Mg1Na1,3,5,5.9286,-4.9173,0,-4.9173,12.352,2.80405,71.5333,42.3804,106.174,0.229192,0.252625,0.592457,1.687886209,518.049,3887.67,5938.52,4259.74,302.928,2.07842,13.0425,13.8501,0.0000983,5.40741,0.225591,20.691
aflow:d8062a4e068bf5b6,Br1O1Rb3,3,5,0.4057,-3.16197,0,-3.16197,34.6801,3.37381,16.4389,10.0861,25.1206,0.420776,0.245313,0.61355,1.629859017,167.83,1729.02,2641.13,1894.5,98.247,2.19783,14.8057,16.9955,0.000212914,0.773636,0.5199,-77.4042
aflow:d80a8198ef249337,Bi1Li1,2,2,0,-3.35337,0,-3.35337,23.8574,7.51436,37.2932,10.2563,28.185,1.19794,0.374039,0.275017,3.636138857,134.915,1168.28,1784.58,1280.09,107.15,2.06019,5.94558,6.36169,0.000109504,1.15101,0.565864,-91.4976
aflow:d80cdbcb68b4082e,N1Sb1Sr3,3,5,0.2557,-4.42724,0,-4.42724,28.3735,4.66575,45.9,38.2214,89.7518,0.00748063,0.174104,0.832711,1.20089683,301.004,2862.15,4372.01,3136.07,176.026,1.99347,14.2992,14.8698,0.0000659,5.80746,0.355225,-25.3053
aflow:d813f6a5ec585609,C2Dy10Ge6,3,18,0,-5.81,0,-5.81,22.5451,8.52982,77.6066,43.1529,109.216,0.0891358,0.26545,0.556047,1.798409127,272.002,2249.24,3435.77,2464.5,103.787,1.92042,51.902,53.1827,0.0000424,2.65673,0.378781,-33.0087
aflow:d839a1ab008cf485,Cu2S8Zr4,3,14,0,-6.44523,0,-6.44523,20.4978,4.33089,84.5389,29.8649,80.156,0.00616307,0.341974,0.353269,2.830704081,339.988,2625.99,4011.26,2877.3,141.071,2.01922,39.4747,40.4712,0.0000413,2.46149,0.323115,-14.5768
aflow:d843347666787469,Mo2Rh2,2,4,0,-6.12362,0,-6.12362,14.8385,11.1261,260.426,97.986,261.199,1.9217,0.332839,0.376253,2.657786117,398.954,2967.63,4533.13,3251.64,251.354,2.1765,11.0116,11.1709,0.0000221,13.0106,0.283267,-0.771698
aflow:d852634bea6c15c2,B6Th1,2,7,0,-6.98513,0,-6.98513,10.2727,6.85604,196.85,106.696,271.106,1.62622,0.270463,0.542016,1.844963986,588.948,3944.91,6025.95,4322.45,307.904,1.75597,17.4727,17.7585,0.000031,17.3902,0.194401,33.4423
aflow:d8658d45b42df8d1,Au1Bi1Ca1,3,3,0,-3.16816,0,-3.16816,28.3355,8.7128,48.65,21.5896,56.4225,0.107866,0.306706,0.443774,2.253399253,169.984,1574.14,2404.54,1724.79,117.871,2.15574,8.86576,9.27483,0.00007,2.30919,0.501707,-71.7919
aflow:d8658ec9d923de23,Al4Au4Yb4,3,12,0,-2.66552,0,-2.66552,21.8102,10.075,60.5531,26.9018,70.2954,0.799462,0.306519,0.444268,2.250893605,196.904,1634.06,2496.07,1790.44,86.0477,2.28342,35.2842,37.1543,0.0000753,1.02614,0.464698,-60.2974
aflow:d8672314fbd6b47d,Fe1Nb1Sb1,3,3,0.7499,-5.58855,0,-5.58855,17.5357,8.53842,166.756,79.4436,205.67,0.426512,0.29444,0.476407,2.099045564,382.943,3050.29,4659.39,3342.21,265.557,2.1169,8.31775,8.47347,0.0000293,14.2082,0.293746,-4.46557
aflow:d870e9cabb74da98,Rh1Tb1,2,2,0,-5.17407,0,-5.17407,20.119,10.8052,112.15,36.484,98.7444,0.109728,0.353255,0.325314,3.073953165,221.031,1837.53,2806.87,2013.39,175.408,1.99264,5.8441,5.9786,0.0000382,6.20747,0.430326,-49.5021
aflow:d896b93f18da7085,Cl1Na3O1,3,5,2.0952,-3.60721,0,-3.60721,18.3738,2.17663,34.6167,23.2233,56.9374,0.19164,0.225867,0.670871,1.490599534,373.434,3266.4,4989.51,3579.01,218.132,2.09368,13.9896,15.4267,0.000160032,2.63317,0.308698,-9.65422
aflow:d89a17f151da8d1f,Mg3Tb1,2,4,0,-2.43793,0,-2.43793,24.484,3.93093,41.4333,26.6449,65.8246,2.35859,0.235219,0.643079,1.555018901,286.863,2603.51,3976.93,2852.68,180.799,1.76502,11.4929,11.9727,0.0000774,5.28399,0.368042,-29.512
aflow:d8a08aca06b881d7,Nb6Te2,2,8,0,-7.24183,0,-7.24183,18.7207,9.01022,165.467,82.4947,212.217,0.129581,0.286244,0.498558,2.005784683,370.933,3025.84,4622.04,3315.42,185.5,2.07611,22.2877,22.6665,0.0000271,8.06703,0.301414,-7.13791
aflow:d8a4ae856daf528c,O4Rh2,2,6,0,-5.51893,0.328938,-5.51893,10.9317,6.8307,222.081,106.732,275.983,1.10674,0.292882,0.480597,2.080745406,582.06,3952.88,6038.13,4331.18,320.287,2.25783,15.0367,15.3765,0.0000333,11.6446,0.196865,32.3948
aflow:d8a5fb5a8ab18a87,S1Ti1,2,2,0,-5.87122,0,-5.87122,15.5425,4.2714,131.363,88.9573,217.725,0.692285,0.223762,0.677185,1.476701345,596.865,4563.58,6970.99,5000.33,473.839,2.07223,4.96973,5.07948,0.0000354,31.6162,0.191694,34.6019
aflow:d8aa91de693b2f8a,Al1C1Tb3,3,5,0,-5.73451,0,-5.73451,23.7344,7.21699,76.8,57.7903,138.605,0.0068778,0.199208,0.752478,1.328942507,318.993,2829.76,4322.53,3100.57,186.552,1.60331,14.1999,14.4497,0.0000363,13.5368,0.338343,-19.7016
aflow:d8bd8c3afee2608e,Al4Pt12,2,16,0,-4.34392,0,-4.34392,14.7845,17.1914,220.334,70.7868,191.819,0.406562,0.354903,0.321271,3.112636995,271.999,2029.18,3099.62,2223.38,107.943,2.43201,46.1337,47.2134,0.0000318,1.97832,0.378688,-32.9786
aflow:d8c58b5e841891f2,Co4Sb12,2,16,0.1508,-3.97006,0,-3.97006,23.4649,7.50455,78.5755,56.188,136.119,0.185883,0.211279,0.715082,1.398441018,309.885,2736.27,4179.73,2998.14,123.024,2.33099,45.6213,47.3353,0.0000532,2.59389,0.347719,-22.8233
aflow:d8d9d9338b770def,Rh5Tb1,2,6,0,-4.32887,0,-4.32887,16.8489,11.062,179.787,76.8101,201.706,0.202851,0.313014,0.427229,2.340665077,333.054,2635.07,4025.14,2887.26,183.257,2.2921,16.958,17.331,0.0000318,6.08695,0.327933,-16.2062
aflow:d8eb08cc65124290,As1Ca3N1,3,5,0.716,-4.88987,0,-4.88987,21.7063,3.2003,60.6222,51.8255,120.997,0.044159,0.167348,0.854893,1.169737031,459.154,4024.17,6147.03,4409.3,268.425,1.93384,13.4153,13.8743,0.0000585,10.5807,0.251964,10.6042
aflow:d9025f4ef0190245,Pb3Rh3,2,6,0,-3.95992,0,-3.95992,21.3175,12.078,111.202,50.2892,131.104,0.145184,0.303504,0.452233,2.211249511,238.039,2040.52,3116.94,2235.8,130.976,2.54085,17.4682,18.1172,0.000048,2.65614,0.413841,-44.2727
aflow:d906e36ff9cc3fdd,In4Pd2Yb2,3,8,0,-2.86264,0,-2.86264,23.2155,9.10325,59.7226,24.5413,64.7542,0.774502,0.319292,0.410921,2.433557788,189.994,1641.91,2508.07,1799.05,95,2.51339,23.5621,25.1169,0.0000846,0.963993,0.475773,-63.7493
aflow:d90d0136b4c16fa7,Ga4Mg2O8,3,14,3.291,-5.93589,0,-5.93589,10.665,5.06641,166.911,77.7113,201.814,1.16125,0.298482,0.465585,2.147835519,583.895,3916.44,5982.47,4291.26,242.309,2.06986,35.0686,35.9677,0.0000411,5.80634,0.196564,32.5223
aflow:d90d70c8e075ebdf,Ru4Te8,2,12,0.3119,-4.4262,0,-4.4262,22.6512,8.70595,104.608,73.5517,178.759,0.214932,0.215193,0.703116,1.422240427,332.968,2906.62,4439.94,3184.79,145.451,2.43255,33.9409,35.0172,0.000043,3.93138,0.329462,-16.7216
aflow:d90f15e6f6182ab4,Mn1Ni2Sb1,3,4,0,-4.02767,1.15242,-4.02767,14.2362,8.5752,125.928,36.6965,100.343,3.35567,0.367196,0.291409,3.431603005,275.076,2068.67,3159.94,2266.64,173.239,2.42465,11.5357,12.0622,0.0000617,2.46844,0.379306,-33.1789
aflow:d91b3b3427a6cfa7,Mo6Os2,2,8,0,-8.0147,0,-8.0147,15.7367,12.6102,287.828,103.669,277.671,0.710527,0.339215,0.360178,2.776405,375.996,2867.24,4379.78,3141.64,188,2.07771,22.2324,22.4875,0.0000183,9.29637,0.297394,-5.74008
aflow:d9281c78b832ba65,Cd2S2,2,4,1.2626,-2.9607,0,-2.9607,25.8711,4.63641,55.3691,17.3261,47.0687,0.185406,0.358318,0.31292,3.195704973,210.898,1933.12,2952.89,2118.13,132.922,2.13572,11.724,12.2531,0.0000691,1.7601,0.445968,-54.4313
