auid,formula,NE,NA,BGAP,EPA,ASPIN,ENPA,VPA,D,BM,SM,YM,ANI,PR,PUGR,IPUGR,DT_AGL,vs,vl,vm,DT_A_AGL,gruneisen,Cv_300,Cp_300,TEX_300,TC_300,VIB_EN_300,VIB_FE_300
aflow:35246e62d761d918,Be2Li2Sb2,3,6,0.8711,-3.50341,0,-3.50341,17.1198,4.4522,55.3101,46.8786,109.656,0.0384123,0.169572,0.84756,1.179857473,402.999,3244.89,4956.66,3555.44,221.779,1.87032,16.526,17.2942,0.0000817,6.90911,0.283995,-1.0297
aflow:354effde4e249bd5,Cu7Zn16Zr6,3,29,0,-2.7819,0,-2.7819,15.1443,7.70642,99.4444,48.2958,124.7,0.338413,0.291005,0.485656,2.059070618,333.954,2503.39,3823.99,2742.97,108.713,2.14205,82.0234,85.1474,0.0000585,1.50352,0.329451,-16.7179
aflow:357d75b7478ab0b5,Au1Er1Sn1,3,3,0,-3.94885,0,-3.94885,25.0836,10.6564,81.3389,35.7198,93.476,0.140113,0.308464,0.439147,2.277141823,201.984,1830.84,2796.65,2006.05,140.059,2.33205,8.8079,9.13278,0.0000519,3.40276,0.455586,-57.4483
aflow:358d5c62402dd8bf,Bi1Pd1Yb1,3,3,0,-3.33145,0,-3.33145,26.9478,10.0323,50.5667,15.9958,43.4102,0.748685,0.356921,0.316332,3.161235664,144.017,1263.04,1929.32,1383.91,99.844,2.25301,8.90432,9.33303,0.0000703,1.36512,0.545361,-85.2246
aflow:3591a716ef2ae19c,Pd1Yb1,2,2,0,-2.61529,0,-2.61529,21.8006,10.6424,57.5,21.7507,57.9457,0.0971541,0.332041,0.378273,2.643593384,162.943,1429.61,2183.76,1566.43,129.373,1.83927,5.91676,6.14191,0.0000679,3.26732,0.511033,-74.6716
aflow:359263f19d0d546e,Al1Rh1,2,2,0,-4.97942,0,-4.97942,13.3014,8.1075,198.75,105.15,268.159,0.0000424,0.275129,0.529054,1.890166221,490.912,3601.31,5501.09,3945.96,389.707,2.14319,5.27575,5.38216,0.0000312,25.1508,0.235302,16.9137
aflow:35ac7e5d53e825e9,B2Mo2,2,4,0,-7.83041,0,-7.83041,10.5467,8.40372,304.254,190.262,472.33,0.108551,0.241263,0.62534,1.599130073,706.047,4758.18,7268.23,5213.55,444.752,1.96263,9.23881,9.34705,0.0000199,43.3023,0.156122,50.8979
aflow:35bb8c6d60e01291,Lu1Ni1Sb1,3,3,0,-4.46658,0,-4.46658,20.7087,9.49953,82.1444,57.1621,139.198,0.0535656,0.217574,0.695873,1.437043828,308.915,2453.03,3747.07,2687.79,214.249,2.0955,8.55439,8.80551,0.0000462,10.5306,0.347831,-22.8605
aflow:35bcc55fc8729f56,Au5K1,2,6,0,-1.51476,0,-1.51476,22.105,12.8197,70.639,22.7251,61.5725,0.338109,0.354725,0.321708,3.108408868,156.129,1331.42,2033.77,1458.84,85.8501,2.79098,17.7821,19.1454,0.0000881,0.681375,0.528591,-80.0777
aflow:35da6b84199f2098,B6Ni21U2,3,29,0,-3.60115,0,-3.60115,10.2007,9.95478,229.267,64.9906,178.139,0.0184102,0.370501,0.283472,3.527685274,380.028,2555.11,3902.99,2799.64,123.685,2.16523,80.5512,82.6337,0.0000395,1.64721,0.296583,-5.45713
aflow:35e6777f90fd2bc6,Ni1Sb1Y1,3,3,0.087,-5.10453,0,-5.10453,21.3146,6.99458,87.6278,54.6389,135.71,0.191708,0.241882,0.623534,1.603761784,329.93,2794.93,4269.32,3062.41,228.809,2.10432,8.49227,8.74185,0.0000461,9.80227,0.331216,-17.312
aflow:35eb4e1d72958b91,As1Tb1,2,2,0,-6.18087,0,-6.18087,25.0648,7.74618,76.6222,49.9182,123.036,0.794735,0.232375,0.651485,1.534954757,282.94,2538.55,3877.7,2781.5,224.617,1.86207,5.74812,5.87969,0.0000406,14.4989,0.368889,-29.7888
aflow:35ef9bb6ec3b52f3,As2Ca2Rb2,3,6,1.3057,-3.39356,0,-3.39356,35.7271,3.10583,21.2268,10.7912,27.6825,1.31919,0.282645,0.508375,1.967051881,199.921,1864,2847.3,2042.39,110.064,1.96656,17.6336,18.6976,0.000100075,1.4068,0.461694,-59.3589
aflow:35efc58e64c4d586,Al1C1Er3,3,5,0,-5.76474,0,-5.76474,22.5102,7.97838,84.1944,65.4864,156.011,0.0445247,0.19117,0.777799,1.285679205,329.045,2864.96,4376.29,3139.14,192.4,1.66885,14.1497,14.4111,0.0000365,14.0139,0.330607,-17.1072
aflow:35f0695ac31d122e,Dy1Rh3Si2,3,6,0,-5.58446,0,-5.58446,15.969,9.14008,176.926,100.833,254.206,0.0875754,0.260535,0.569913,1.75465378,428.945,3321.43,5073.57,3639.3,236.088,2.16566,16.3084,16.6289,0.0000301,11.319,0.266653,5.19641
aflow:35f35f50f54f10c8,Er4In2Ni4,3,10,0,-3.66862,0,-3.66862,19.2385,9.78308,87.5861,36.7299,96.6757,0.801691,0.316037,0.419357,2.384603095,237.002,1937.63,2959.78,2123.07,110.006,1.95919,29.117,29.9871,0.0000502,2.31769,0.414336,-44.4304
aflow:36042ab26a7ef0c7,Cu6P2S8,3,16,1.3773,-3.8921,0,-3.8921,17.7435,4.09264,73.166,32.5289,84.9912,0.210016,0.306396,0.44459,2.249263366,363.068,2819.24,4306.47,3089.05,144.057,2.29018,44.8001,46.9841,0.00007,1.63022,0.310013,-10.1065
aflow:3609d740c6208956,Au1O1Rb3,3,5,0.2744,-2.55323,0,-2.55323,35.558,4.38386,15.1389,9.45658,23.4806,0.346568,0.241498,0.624655,1.600883688,143.902,1468.72,2243.51,1609.28,84.2117,2.12885,14.8583,16.9922,0.000212999,0.700436,0.56057,-89.8796
aflow:361961d3badac26d,Cu1Ge6Ho2,3,9,0,-4.66391,0,-4.66391,19.5321,7.8304,82.2454,55.1019,135.128,0.187764,0.226168,0.669969,1.492606374,316.102,2652.72,4052.1,2906.59,151.917,2.19364,25.6178,26.6294,0.0000592,3.76637,0.343581,-21.4488
aflow:364819176d015d5e,Ga3Ni2,2,5,0,-2.66545,0,-2.66545,13.7509,7.88775,127.407,64.678,165.952,0.184759,0.282911,0.507647,1.969872766,379.12,2863.53,4374.12,3137.58,221.641,2.38314,13.9059,14.5157,0.0000603,5.0891,0.298623,-6.16806
aflow:3649f800dc60563b,Li2Mg1Pb1,3,4,0,-2.53736,0,-2.53736,19.7925,5.14683,30.8333,16.1243,41.1923,8.38882,0.277339,0.522949,1.912232359,207.938,1769.99,2703.7,1939.38,131.032,1.79436,11.7427,12.6393,0.000139067,1.91868,0.454981,-57.2588
aflow:3653e3e40329f003,Si8,1,8,0,-5.2657,0,-5.2657,18.4383,2.52935,84.684,64.3158,153.969,0,0.196974,0.759479,1.316692101,644.07,5042.59,7702.69,5525.19,322,2.10396,19.2869,19.8068,0.0000426,11.3035,0.175293,41.8495
aflow:3654b3cb161aca43,Ca2Pb2Zn2,3,6,0,-2.39327,0,-2.39327,26.171,6.61271,34.3871,22.9328,56.286,0.810757,0.227194,0.666901,1.499472935,213.136,1862.25,2844.64,2040.48,117.218,2.20202,17.5908,18.7943,0.000101648,1.86408,0.44748,-54.9063
aflow:365580c179f6352a,Au1Cu4Dy1,3,6,0,-2.76631,0,-2.76631,15.1023,11.2454,110.878,22.1162,62.2123,0.100667,0.406485,0.199465,5.013410874,184.066,1402.39,2142.18,1536.6,101.259,2.3213,17.6856,18.5048,0.0000653,0.878584,0.481382,-65.4934
aflow:3655d7d1b22320af,Ag3Si3Y3,3,9,0,-4.64805,0,-4.64805,20.3398,6.11916,84.803,53.833,133.294,0.18329,0.238032,0.634801,1.575296825,348.076,2966.05,4530.71,3249.91,167.301,2.10203,25.3225,26.1592,0.0000518,4.55412,0.318956,-13.1642
aflow:3660298184761e7a,Au4Bi2Dy10,3,16,0,-4.33479,0,-4.33479,27.0975,10.8421,61.8313,19.9875,54.1299,1.29717,0.354093,0.323258,3.09350426,154.975,1357.76,2074.01,1487.7,61.5118,1.98745,47.387,48.7628,0.0000481,0.801565,0.521724,-77.9655
aflow:366cc9258d888e65,Pd2Sb4U2,3,8,0,-5.54182,0.550296,-5.54182,23.752,10.2758,85.4488,39.6809,103.086,0.353788,0.298933,0.464382,2.153399572,239.067,1965.09,3001.73,2153.16,119.5,2.28619,23.2813,23.977,0.0000429,2.73859,0.412113,-43.7223
aflow:366eba3176381355,Ba1Pt5,2,6,0,-3.7927,0,-3.7927,19.4699,15.8177,150.032,60.18,159.248,0.242374,0.323096,0.401114,2.493056837,235.988,1950.53,2979.49,2137.21,129.876,2.53776,17.4733,17.9869,0.0000382,3.01352,0.415095,-44.672
aflow:3677ba6a2d1dd30d,Al8Tb12,2,20,0,-4.59424,0,-4.59424,26.1,6.75335,57.9702,29.2788,75.1796,0.121731,0.283856,0.505067,1.979935335,233.009,2082.17,3180.57,2281.45,85.8379,1.61996,58.2798,59.5945,0.0000455,2.17162,0.417702,-45.501
aflow:36adaa3557e511c8,B2Ir6Sn5,3,13,0,-5.49088,0,-5.49088,17.02,13.2717,162.937,52.6355,142.556,3.48462,0.35418,0.323043,3.095563129,270.017,1991.48,3042.04,2182.07,114.828,2.3546,37.51,38.3786,0.0000324,2.21468,0.380925,-33.7039
aflow:36d63ab952f0878a,Pd1Ti2,2,3,0,-4.53036,0,-4.53036,16.8711,6.63385,136.053,52.4326,139.391,2.11392,0.329244,0.385383,2.594821256,360.948,2811.37,4294.44,3080.43,250.303,2.01841,8.39133,8.57245,0.0000354,9.75943,0.308193,-9.48043
aflow:36e9d77a6a04ba23,Ir3Sn3Zr3,3,9,0,-6.76258,0,-6.76258,19.6366,11.3352,158.067,57.5878,154.055,0.220738,0.337564,0.364326,2.744794497,278,2253.98,3443.02,2469.7,133.648,2.16445,25.8964,26.3811,0.0000286,3.83511,0.372297,-30.9005
aflow:36f3a9e3d11d6869,Hf4Ni6Si8,3,18,0,-6.02016,0,-6.02016,13.4223,8.87161,177.851,93.1942,238.01,0.0900411,0.276957,0.524003,1.908386021,442.104,3241.11,4950.87,3551.29,168.655,2.09131,48.6302,49.6891,0.0000345,4.94141,0.259551,7.7943
aflow:36f700f79ac36078,Gd1Se1,2,2,0,-10.4485,3.64004,-10.4485,25.001,7.84441,77.6556,33.3877,87.6076,4.64241,0.311974,0.429946,2.325873482,228.976,2055.28,3139.49,2251.97,181.757,2.12709,5.83604,6.02523,0.0000497,5.8004,0.423856,-47.4542
aflow:3705ce5067dea182,H10Rb6Zn2,3,18,3.2704,-2.47003,0,-2.47003,20.065,3.00525,15.0727,10.6644,25.8878,0.249365,0.213745,0.707534,1.413359641,245.756,1883.77,2877.51,2064.05,93.8666,1.83745,52.4774,60.1667,0.000251743,0.660311,0.419837,-46.1792
aflow:371e17f543ef4d20,O8Zn4,2,12,2.753,-4.43447,0,-4.43447,9.42314,5.72001,147.727,77.3245,197.512,0.0412316,0.277165,0.523429,1.910478785,569.997,3676.72,5616.28,4028.59,248.97,1.98233,30.3242,31.2472,0.0000509,6.29213,0.20219,30.1573
aflow:372524132de0a17d,B12Th1,2,13,0,-6.82356,0,-6.82356,8.66698,5.33159,231.011,201.511,468.352,0.0828447,0.1621,0.8723,1.146394589,947.934,6147.82,9390.95,6736.19,403.175,1.72894,24.7471,25.0486,0.0000236,30.819,0.101707,82.0704
aflow:3725295c0a9f5a54,Cr4Mn2O8,3,14,2.3446,-8.02361,1.5714,-8.02361,11.3923,4.642,166.1,61.9419,165.28,0.575027,0.334156,0.372919,2.681547467,539.934,3652.91,5579.92,4002.51,224.053,2.06594,35.9789,36.8581,0.0000393,4.60207,0.213934,25.3367
aflow:3727b58c3492cd96,La4Rh4Sn8,3,16,0,-4.74999,0,-4.74999,25.191,7.89682,81.9761,26.4013,71.5253,2.88467,0.354581,0.32206,3.105011489,210.977,1828.46,2793.02,2003.45,83.7354,2.26017,46.8785,48.3467,0.0000456,1.01087,0.443962,-53.8008
aflow:37284cbd0ea4a227,Ge7Ni16Sc6,3,29,0,-3.82455,0,-3.82455,13.6057,7.22564,139.056,62.8429,163.846,0.0000709,0.30362,0.451926,2.212751645,412.091,2953.46,4511.48,3236.11,134.101,2.17762,79.4966,81.8188,0.0000443,2.21504,0.277458,1.2988
aflow:372d611a48f042d2,Nd1Os4P12,3,17,0,-6.72008,0.183445,-6.72008,15.7577,7.91415,174.813,106.12,264.781,0.00702688,0.247557,0.607049,1.647313479,476.944,3661.81,5593.51,4012.26,185.511,2.1659,45.1705,46.0545,0.00003,6.59694,0.242107,14.3122
aflow:3746bf32a1781888,K2Se1,2,3,2.1024,-3.00326,0,-3.00326,38.8054,2.24165,15.8944,9.12565,22.9792,0.0230843,0.259044,0.574141,1.741732432,192.173,2017.66,3082.02,2210.75,133.125,2.11058,8.8429,9.87105,0.000174978,1.36858,0.481456,-65.5165
aflow:374d22f8c898b9db,Ge4Ni8Zn12,3,24,0,-1.91078,0,-1.91078,13.0661,8.17827,118.572,41.0417,110.389,0.379772,0.344836,0.346133,2.889062875,309.118,2240.18,3421.92,2454.57,107.124,2.28502,68.4843,71.6002,0.0000652,1.02319,0.3496,-23.4467
aflow:3756c870356d9386,Pt4Y4,2,8,0,-6.3077,0,-6.3077,22.0634,10.6871,109.323,34.6897,94.1145,0.442256,0.356519,0.317315,3.151442573,209.935,1801.65,2752.07,1974.07,105,2.03021,23.4355,23.9637,0.0000367,2.26747,0.443103,-53.5307
aflow:3761d1952c1bd9bb,Pd1Sb1Sc1,3,3,0.0713,-4.99252,0,-4.99252,21.9921,6.87372,96.3611,41.9792,109.968,0.301215,0.309798,0.435644,2.29545225,287.064,2471.28,3774.94,2707.78,198.995,2.20792,8.61434,8.87421,0.000045,5.94859,0.366263,-28.9305
aflow:377117f4c7159f05,Hg2K2Sb2,3,6,0,-2.211,0,-2.211,36.1306,5.53716,21.1094,12.2833,30.8635,1.89591,0.256321,0.581888,1.718543775,159.12,1489.41,2275.11,1631.95,87.5011,2.36414,17.7811,19.4847,0.00013014,0.858288,0.527995,-79.8947
aflow:37d22335d6f94c61,Pb1Se1,2,2,0,-3.92298,0,-3.92298,26.9065,8.83023,50.8611,9.30123,26.3005,11.3537,0.413816,0.182875,5.468215995,110.956,1026.32,1567.74,1124.55,88.1008,1.98822,5.96113,6.20208,0.0000672,0.951503,0.609335,-104.742
aflow:37dacff32cbe2223,Si12Sr2,2,14,0,-4.97322,0,-4.97322,19.3667,3.13734,74.5701,48.8636,120.312,0.306007,0.231099,0.655271,1.526086154,483.123,3946.5,6028.38,4324.19,200.403,2.25521,37.1359,38.6376,0.0000591,3.73744,0.240471,14.9343
aflow:37e59a947694e98a,Al36Cr4Mg6,3,46,0,-3.70916,0,-3.70916,16.509,2.89758,87.9722,52.9134,132.229,0.0665778,0.249487,0.601478,1.6625712,535.121,4273.32,6527.6,4682.28,149.314,2.01879,118.644,122.58,0.0000543,2.18173,0.216641,24.2462
aflow:37f7af1e3eac9a1c,Ni4Sn4Tb4,3,12,0,-4.06018,0,-4.06018,20.8939,8.90926,87.5257,37.6546,98.7962,0.575487,0.311872,0.430213,2.324429992,250.063,2055.84,3140.34,2252.59,109.198,2.10607,34.8249,35.8886,0.0000477,2.08929,0.401077,-40.1962
aflow:380f60d7d8ee8905,Ir5La1,2,6,0,-6.04669,0,-6.04669,17.8008,17.1022,219.409,86.1616,228.566,0.389734,0.326378,0.392699,2.546479619,284.967,2244.56,3428.62,2459.37,156.842,2.29027,17.2277,17.5149,0.0000241,6.34466,0.366107,-28.8796
aflow:3813d81d018f7ced,As1Li1Zn1,3,3,0.9409,-2.89835,0,-2.89835,17.4309,4.67564,54.4611,42.953,102.034,0.0877623,0.187745,0.788691,1.267923686,366.834,3030.93,4629.83,3321,254.464,2.03316,8.39263,8.88941,0.0000953,7.46853,0.308464,-9.57383
aflow:38146938a7b4dba5,Al4O10Si2,3,16,5.4565,-7.54403,0,-7.54403,9.49682,3.54175,215.252,115.807,294.59,0.477222,0.271903,0.538005,1.858718785,886.232,5718.18,8734.67,6265.43,351.609,1.9362,32.1265,32.6124,0.0000261,12.8372,0.113224,74.5216
aflow:382406f1577b9025,La4Si4,2,8,0,-5.80975,0,-5.80975,26.001,5.33239,67.0974,44.2853,108.898,0.341857,0.229503,0.660016,1.515114785,326.044,2881.83,4402.08,3157.64,163,1.8715,22.6734,23.2133,0.0000419,6.28923,0.333814,-18.1849
aflow:382493c94d1059f4,Ag1I1,2,2,1.4728,-1.34485,0,-1.34485,29.3464,6.64221,33.0778,10.1344,27.5859,0.0220251,0.361005,0.306381,3.263909968,125.912,1235.22,1886.82,1353.43,100.006,2.55462,5.95528,6.68036,0.000151056,0.687118,0.591217,-99.2299
aflow:3829f8821427a5ef,B24Re4Y8,3,36,0,-7.57654,0,-7.57654,10.9255,7.24255,205.59,184.343,425.773,0.0387177,0.154836,0.896656,1.115254903,738.138,5045.08,7706.49,5527.91,223.506,1.82024,81.2911,82.4181,0.0000254,12.161,0.147474,55.2292
aflow:382cb76ea706d801,C2Ga2Nb4,3,8,0,-7.6836,0,-7.6836,14.7223,7.5446,180.015,109.923,273.998,0.230821,0.246319,0.610634,1.637642188,539.033,3817.04,5830.62,4182.34,269.5,1.98613,20.5594,20.8585,0.0000243,16.5547,0.213935,25.3363
aflow:383cba91cc735239,Er2In2Zn2,3,6,0,-2.92444,0,-2.92444,22.2512,8.6433,65.8719,42.5958,105.127,0.357018,0.234011,0.646645,1.546443566,256.102,2219.95,3391.03,2432.41,140.882,2.10209,17.3899,18.0943,0.0000631,3.77714,0.396239,-38.6443
aflow:383f32c8834f7c96,Ru1Si3Th1,3,5,0,-6.34091,0,-6.34091,18.2776,7.58359,131.981,58.9242,153.873,0.0373653,0.305688,0.44646,2.239842315,363.065,2787.47,4257.92,3054.23,212.284,2.07161,13.9744,14.2533,0.0000319,8.45664,0.306809,-9.00363
aflow:38572c9082b74b95,Ge4Ni4Zr4,3,12,0,-5.77037,0,-5.77037,15.7032,7.84279,149.681,80.9198,205.693,0.212373,0.270966,0.540614,1.849748619,417.911,3212.12,4906.6,3519.53,182.578,2.08393,32.7864,33.5076,0.000035,6.0211,0.273121,2.85571
aflow:3893846e555c633e,Co4Ge4Ta4,3,12,0,-6.28833,0.631979,-6.28833,15.2037,11.3759,144.315,64.7056,168.877,0.893641,0.304966,0.448365,2.230325739,326.014,2384.94,3643.05,2613.19,142.394,1.08316,33.9683,34.1835,0.0000193,16.4019,0.331166,-17.2954
aflow:3895c112ae3a70bc,Ca4Si12,2,16,0,-4.74973,0,-4.74973,18.5932,2.77609,60.2061,45.006,108.086,0.0982966,0.20079,0.747534,1.337731795,535.135,4026.42,6150.46,4411.76,212.315,2.02815,41.261,42.6869,0.0000565,4.90322,0.21652,24.2946
aflow:38a2c7e44ad06738,Cd4La2Pd2,3,8,0,-2.63686,0,-2.63686,23.7276,8.22524,70.5489,27.0896,72.0472,1.56897,0.329794,0.383984,2.604275178,202.056,1814.79,2772.14,1988.47,101,2.30034,23.4937,24.5576,0.0000644,1.30997,0.457084,-57.9171
aflow:38a9e95e984203dc,Hf3Re3Si3,3,9,0,-9.10581,0,-9.10581,15.9236,13.6531,218.913,136.004,338.013,0.134433,0.242658,0.621269,1.60960872,409.959,3156.17,4821.13,3458.23,197.107,1.97528,24.6592,24.983,0.0000221,13.6777,0.2768,1.5342
aflow:38ba814600937719,Hf4S2,2,6,0,-9.04345,0,-9.04345,19.4875,11.0501,134.205,75.8956,191.574,0.313005,0.262088,0.565519,1.768287184,319.974,2620.75,4003.26,2871.56,176.103,1.92758,17.0331,17.3299,0.0000299,9.52257,0.337454,-19.4044
aflow:38c69ac39f1cd3e6,N2Sn6Zr10,3,18,0,-7.71814,0,-7.71814,20.4091,7.46888,115.344,65.7218,165.695,0.0489441,0.260578,0.569792,1.755026396,370.023,2966.38,4531.22,3250.27,141.181,2.018,50.1698,51.1378,0.0000317,4.60045,0.302159,-7.39625
aflow:38e039bd686640f6,As4Ca4Cd2,3,10,0.9227,-3.691,0,-3.691,25.8091,4.40613,41.9188,26.5522,65.77,0.796409,0.238502,0.633421,1.578728839,291.064,2454.83,3749.82,2689.77,135.07,1.98275,28.6977,29.8734,0.0000678,2.78753,0.364609,-28.3891
aflow:38f66e468b9ba830,Hg1S1,2,2,0,-2.16722,0,-2.16722,21.6995,8.90169,66.7222,13.9857,39.2171,2.23797,0.402039,0.209612,4.770719234,149.055,1253.45,1914.68,1373.41,118.261,2.40281,5.93245,6.27839,0.0000786,1.15315,0.537961,-82.9553
aflow:38fcd6562d37c36e,Ca2Ir4,2,6,0,-5.16288,0.19332,-5.16288,17.8964,13.1298,161.272,69.5119,182.338,0.178854,0.311562,0.431022,2.320067189,290.063,2300.91,3514.7,2521.12,159.593,2.25135,17.2057,17.5899,0.0000327,5.36014,0.362516,-27.7033
aflow:38fefb0ffb8a0914,Dy1Tl1,2,2,0,-3.82014,0,-3.82014,27.3074,11.1545,55.1111,15.9993,43.7629,7.01708,0.367652,0.29031,3.44459371,131.932,1197.63,1829.42,1312.25,104.768,2.0814,5.94514,6.17263,0.0000606,1.86399,0.564817,-91.1776
aflow:391e7db424983ea0,Hf4Nb4P4,3,12,0,-8.96224,0,-8.96224,16.9549,9.87127,180.587,100.707,254.763,0.372307,0.264876,0.557661,1.793204115,406.984,3194.06,4879,3499.74,177.774,1.99383,32.9238,33.4285,0.0000255,8.50785,0.278625,0.881572
aflow:392a4ca8e5577aea,Pa6Sb8,2,14,0,-6.95453,0.383569,-6.95453,27.5618,10.1571,83.2611,41.6707,107.139,0.130286,0.285537,0.500483,1.998069865,219.971,2025.49,3093.99,2219.34,91.2809,2.21238,40.9283,42.0425,0.0000409,1.8987,0.432655,-50.2379
aflow:392de8b37e30606d,N8Pt4,2,12,1.3075,-6.35295,0,-6.35295,9.52438,12.9657,282.65,187.587,460.817,0.825051,0.228276,0.663671,1.506770674,599.979,3803.66,5810.19,4167.69,262.074,2.33769,29.7568,30.3638,0.000029,11.7602,0.190478,35.1256
aflow:3942a1cdbcb67731,K1,1,1,0,-1.09584,0,-1.09584,73.0724,0.888493,3.88333,1.03926,2.86242,16.0783,0.377149,0.26762,3.736641507,82.0983,1081.52,1652.05,1185.02,82,1.70962,2.9918,3.70699,0.000419935,0.324953,0.721025,-138.54
aflow:3956291701684a5e,B6Ni21Zr2,3,29,0,-3.72982,0,-3.72982,10.0358,8.44304,216.511,75.3208,202.482,0.0100839,0.344133,0.347884,2.874521392,451.953,2986.81,4562.43,3272.66,147.12,2.1432,78.0169,79.9829,0.000039,2.3532,0.254832,9.53769
aflow:39585e426a7fc2b7,Ge4La12,2,16,0,-5.15131,0,-5.15131,33.2486,6.10938,41.2045,16.7737,44.3087,0.168948,0.320777,0.407085,2.456489431,175.987,1656.98,2531.07,1815.55,69.8456,1.77703,47.2138,48.5873,0.0000535,1.10876,0.489657,-68.0617
aflow:3967538d7c5df002,Ga3Sc1,2,4,0,-3.53465,0,-3.53465,17.8749,5.90288,83.3889,30.8365,82.3579,0.00544736,0.335394,0.369792,2.704222915,260.954,2285.6,3491.32,2504.34,164.42,1.81807,11.574,11.973,0.0000623,3.68794,0.390321,-36.7402
aflow:39732c5e0bf86e43,Er4Ge4Ru4,3,12,0,-5.67773,0,-5.67773,18.4906,10.2054,122.16,46.4393,123.649,0.462301,0.331302,0.38015,2.630540576,279.974,2133.18,3258.49,2337.34,122.301,2.0698,34.516,35.2678,0.0000348,2.96156,0.371217,-30.5484
aflow:398964731a402aec,Ru4Sb12Sr1,3,17,0,-4.70187,0,-4.70187,24.4047,7.8164,91.346,46.2054,118.616,0.321271,0.283577,0.505829,1.976952686,274.997,2431.33,3713.91,2664.01,106.951,2.2627,48.9892,50.4414,0.0000431,2.0338,0.376903,-32.399
aflow:398e51f3552c24b1,Si2Sn6Zr10,3,18,0,-7.26514,0,-7.26514,21.7378,7.13186,108.74,70.9438,174.814,0.0119194,0.23206,0.65242,1.532754974,373.043,3153.96,4817.75,3455.8,142.326,1.98435,50.1189,51.1068,0.0000329,5.08217,0.300486,-6.81563
aflow:399097d6e548985d,Dy1In1,2,2,0,-4.05785,0,-4.05785,26.3692,8.73178,58.8278,21.9057,58.4608,7.47594,0.334373,0.372371,2.685493768,174.04,1583.9,2419.45,1735.48,138.104,1.97137,5.90502,6.10391,0.0000564,3.59642,0.494037,-69.419
aflow:39adb5b2c90dd553,Al12Dy4,2,16,0,-4.38835,0,-4.38835,19.3502,5.2228,75.4064,57.6368,137.801,0.0277342,0.195426,0.764348,1.308304594,404.002,3321.99,5074.42,3639.91,160.328,1.9713,44.0202,45.4374,0.0000538,4.45035,0.282429,-0.474007
aflow:39b6b6d4ae8c491b,P4Pt4Sc4,3,12,0,-5.92316,0,-5.92316,17.4445,8.59942,133.349,42.6131,115.533,0.511891,0.355602,0.319559,3.129312584,291.964,2226.06,3400.36,2439.1,127.543,2.24415,34.3931,35.2844,0.0000382,2.19841,0.361055,-27.2238
aflow:39c84b928e375b7f,B1Bi1,2,2,0.2191,-4.57422,0,-4.57422,20.968,8.70304,74.7222,61.2994,144.409,0.292818,0.177898,0.820364,1.218971091,306.084,2653.95,4053.98,2907.94,242.872,2.15813,5.71152,5.93931,0.0000607,11.8118,0.351573,-24.0997
aflow:39d1a4abb510007a,Fe8Ta4,2,12,0,-6.66708,1.68765,-6.66708,14.8808,10.8853,145.666,47.8296,129.333,0.19518,0.352021,0.328352,3.045512133,282.95,2096.18,3201.97,2296.79,123.612,2.04478,34.4892,35.2917,0.000038,2.51294,0.368923,-29.8
aflow:39d79adf50b4e14e,Ba1Nb7O9,3,17,0,-8.54905,0,-8.54905,13.2662,6.85988,199.934,123.059,306.328,0.298425,0.244643,0.615495,1.624708568,600.967,4235.43,6469.73,4640.78,233.736,2.03148,42.1085,42.7573,0.0000252,10.4578,0.189828,35.4066
aflow:39e2230d9b5ece5a,Ho1Se1,2,2,0,-5.75074,0,-5.75074,23.5747,8.5895,82.6611,27.2323,73.613,12.6034,0.351577,0.329445,3.035408035,204.988,1780.57,2719.86,1950.97,162.709,2.14469,5.86687,6.05392,0.0000487,4.13686,0.450602,-55.8862
aflow:39f356cd89bbb02f,Mo3Si6,2,9,0.2883,-6.73699,0,-6.73699,13.6419,6.17182,203.551,147.733,356.865,0.0463463,0.207801,0.72578,1.377827992,658.985,4892.52,7473.45,5360.75,316.814,2.09899,21.486,21.8383,0.000026,18.3376,0.170535,44.0317
aflow:39f8773e11d8347a,P4V4Zr4,3,12,0,-7.88154,0,-7.88154,15.5592,6.15925,171.721,106.797,265.377,0.561886,0.242433,0.621925,1.607910922,546.083,4164.06,6360.7,4562.57,238.487,2.02105,30.7025,31.2087,0.0000271,11.1174,0.210703,26.648
aflow:39fbb25ad81ea9a5,Li2Pd1,2,3,0,-2.55342,0,-2.55342,14.024,4.7474,49.3328,19.5659,51.8438,1.9402,0.32485,0.396611,2.521362242,272.078,2030.12,3101.06,2224.41,188.594,2.09126,8.6756,9.50127,0.000146166,2.17507,0.388378,-36.1136
aflow:3a19d0040d513959,Ba2Cd4,2,6,0,-1.25586,0,-1.25586,32.4986,6.1681,26.2245,8.47802,22.9599,1.32538,0.354082,0.323286,3.093236329,120.924,1172.39,1790.85,1284.59,66.5889,2.32646,17.8723,19.6356,0.00013535,0.38081,0.597556,-101.159
aflow:3a1f793678c9c371,Al1Dy3N1,3,5,0,-6.09617,0,-6.09617,21.7406,8.07317,90.7667,66.6728,160.677,0.0432565,0.204964,0.734552,1.361374008,333.916,2873.77,4389.76,3148.8,195.324,1.91861,14.1294,14.4577,0.00004,10.451,0.327605,-16.0954
