materials    Cp_300  NA  PR  PUGR  SM  VPA
Ir3V1	10.8619	4	0.223474	0.67805	214.757	13.9372
Al1Li2Pt1	11.9803	4	0.308999	0.43774	36.9064	13.7263
Hf4P4V4	32.8231	12	0.247518	0.607162	112.545	15.1463
Au1Pb1Y1	9.18598	3	0.312048	0.429751	30.2521	26.5585
Dy1Zn1	6.01784	2	0.269251	0.545399	30.4545	22.574
Sn4Tb2	18.1164	6	0.249128	0.602512	35.0095	27.3224
Ge8W4	33.5599	12	0.219853	0.688969	115.569	16.2086
Ir1Sn2	9.12685	3	0.378461	0.26451	28.2173	22.6076
Ag2Bi2K4	26.4936	8	0.272393	0.536642	8.33897	36.9005
Ir8Sc22	87.9347	30	0.336414	0.367221	36.3916	20.8445
N1Ta1	5.27153	2	0.244426	0.616125	186.073	10.6325
Cu2Dy1In1	12.1062	4	0.301769	0.456836	38.2549	18.2661
Ag2Ge1Li1	12.8729	4	0.331559	0.379497	21.5575	16.9122
Co4Ge4Mn4	32.949	12	0.264919	0.55754	97.8688	12.0418
Ge4La4	23.7445	8	0.241721	0.624003	40.3282	27.4507
Ni2Tl2	12.5311	4	0.360507	0.307591	24.5569	18.7365
In1Ni2Sc1	11.6354	4	0.303305	0.45276	54.7261	15.4347
Al12Tc2	36.4382	14	0.22983	0.659043	71.1338	16.2141
Cu1Ti2	8.2797	3	0.27159	0.538878	64.8513	16.2415
Ba1O3Pb1	14.7089	5	0.2454	0.613297	61.0742	16.5532
C2In2Nb4	21.4066	8	0.240475	0.627643	100.762	16.1015
Bi8Ir4	36.1791	12	0.281412	0.511752	47.2357	25.318
Al2Au1	9.08058	3	0.35921	0.310747	31.4044	18.3976
Ir4Sb12	47.2274	16	0.244432	0.616107	60.0636	25.6363
Li1Tl1	7.00166	2	0.241989	0.623221	17.2355	21.2782
Cd1Pd1	6.13468	2	0.345485	0.344518	38.0164	17.2704
Mg2Pb1	9.43186	3	0.229463	0.660135	23.2257	27.484
Ba2O2	12.0699	4	0.313733	0.425353	28.4045	21.4274
Ag2O4Sc2	23.273	8	0.371736	0.280514	30.8939	14.7477
O1Pb1Yb3	15.3422	5	0.172938	0.83652	42.4208	23.3856
Ge4Rh4Ta4	34.1999	12	0.311031	0.432414	91.8629	15.6362
C4Co2Sc2	18.8026	8	0.278395	0.52004	105.481	10.1704
C1Y1	5.49674	2	0.279353	0.517402	64.3648	16.5295
Cd1Cl8Na6	48.3826	15	0.253463	0.590053	12.5747	24.3264
Rh4Sb12	47.4306	16	0.255996	0.582814	51.0602	25.6007
Ba2Pd2	12.5267	4	0.30673	0.443709	14.8427	31.2859
In1Pt4Tb1	17.9641	6	0.350308	0.332573	54.5845	18.2621
Os4S8	32.2543	12	0.207942	0.725345	135.7	15.2215
La1Rh2Si2	13.888	5	0.249093	0.602614	77.6512	17.6866
Se4Tl4	25.615	8	0.298191	0.466363	10.4321	30.1048
Co2Te4	18.305	6	0.253567	0.589757	30.1472	24.1414
Bi8Cu8Mn6	67.4749	22	0.296888	0.469845	26.7237	21.0776
Cd1Se1	6.20762	2	0.357593	0.314691	14.6803	29.5291
La1Rh1Si3	14.1395	5	0.286388	0.498166	57.1731	18.2145
Pd4Sb4Sr2	30.7384	10	0.394929	0.225971	17.0698	23.7658
Pt4Sc2Si2	23.2667	8	0.322882	0.401664	69.1428	16.2011
Au16Zr4	61.0714	20	0.366788	0.292391	39.8581	18.2438
N1V1	3.97184	2	0.212103	0.712555	214.285	8.4875
Ca2Pd4	18.1216	6	0.331555	0.379507	35.1634	19.1036
Pd2Si2Yb1	14.9	5	0.333236	0.375247	37.5659	17.6929
Ga4Pd4	24.1026	8	0.336435	0.367168	45.9824	15.0879
Rh3Sn3Th3	26.7036	9	0.314395	0.42363	49.4848	23.8828
Ho3In3Pd3	27.331	9	0.362674	0.302331	28.5965	21.6805
In1Pd3	12.0754	4	0.362686	0.302302	42.9481	16.1947
Co4Sb12	47.3319	16	0.211711	0.713756	55.9437	23.4778
Nb2S2	10.709	4	0.270288	0.542502	93.9336	15.8474
Gd1O1	5.86216	2	0.314818	0.422527	44.0226	19.5636
Se1Tb1	6.03045	2	0.338615	0.361684	28.6916	24.2855
In1Mg3	12.4015	4	0.315259	0.421381	18.6461	22.6297
Th1Zn4	14.9768	5	0.265639	0.555518	46.2951	19.0806
C1Rh3Y1	14.1305	5	0.327071	0.390925	77.3229	14.4689
P12Tc8	50.2852	20	0.223857	0.6769	121.806	14.5929
Si6Sr10	48.0061	16	0.220288	0.687653	22.4177	32.3196
Cu2O2	12.0105	4	0.434587	0.13679	20.1841	11.0669
