MP_ID,MP_formula,MP_species,MP_NE,AFLOW_ID,AFLOW_formula,AFLOW_species,AFLOW_NE
mp-2333,NdPd3,"['Nd', 'Pd']",2,aflow:210420f34712b216,Nd1Pd3,"['Nd', 'Pd']",2
mp-11522,Ni3Sn,"['Ni', 'Sn']",2,aflow:46ae6df881810fc2,Ni3Sn1,"['Ni', 'Sn']",2
mp-30741,PaIr3,"['Ir', 'Pa']",2,aflow:6a5764c23dd260e3,Ir3Pa1,"['Ir', 'Pa']",2
mp-30825,PaRh3,"['Pa', 'Rh']",2,aflow:911e41333ff6910f,Pa1Rh3,"['Pa', 'Rh']",2
mp-999298,Pd3Au,"['Au', 'Pd']",2,aflow:505a6d1ea13b8eb4,Au1Pd3,"['Au', 'Pd']",2
mp-20849,Pd3Pb,"['Pb', 'Pd']",2,aflow:e4563510401c6a2b,Pb1Pd3,"['Pb', 'Pd']",2
mp-20903,PrIn3,"['In', 'Pr']",2,aflow:7d7fbf11b3f748c5,In3Pr1,"['In', 'Pr']",2
mp-20939,PrPb3,"['Pb', 'Pr']",2,aflow:abaa473b4fe74092,Pb3Pr1,"['Pb', 'Pr']",2
mp-4405,Rb3AuO,"['Au', 'O', 'Rb']",3,aflow:3609d740c6208956,Au1O1Rb3,"['Au', 'O', 'Rb']",3
mp-3654,RbCaF3,"['Ca', 'F', 'Rb']",3,aflow:45d7ecfe4fa68130,Ca1F3Rb1,"['Ca', 'F', 'Rb']",3
mp-6951,RbCdF3,"['Cd', 'F', 'Rb']",3,aflow:e727d39461c4ebc5,Cd1F3Rb1,"['Cd', 'F', 'Rb']",3
mp-7482,RbHgF3,"['F', 'Hg', 'Rb']",3,aflow:467bde830ed16a22,F3Hg1Rb1,"['F', 'Hg', 'Rb']",3
mp-8402,RbMgF3,"['F', 'Mg', 'Rb']",3,aflow:cb5b728e11e82968,F3Mg1Rb1,"['F', 'Mg', 'Rb']",3
mp-11775,RbUO3,"['O', 'Rb', 'U']",3,aflow:07af92e96c815589,O3Rb1U1,"['O', 'Rb', 'U']",3
mp-10133,Sc3BPb,"['B', 'Pb', 'Sc']",3,aflow:1d58c9ee85044db1,B1Pb1Sc3,"['B', 'Pb', 'Sc']",3
mp-31055,Sc3InN,"['In', 'N', 'Sc']",3,aflow:b9a1f0ab8466965f,In1N1Sc3,"['In', 'N', 'Sc']",3
mp-21035,Sc3PbC,"['C', 'Pb', 'Sc']",3,aflow:33d7c27fdace9b26,C1Pb1Sc3,"['C', 'Pb', 'Sc']",3
mp-10139,Sc3SnB,"['B', 'Sc', 'Sn']",3,aflow:85ac27d9965b5f0b,B1Sc3Sn1,"['B', 'Sc', 'Sn']",3
mp-4230,Sc3TlC,"['C', 'Sc', 'Tl']",3,aflow:233b528bc4413ee0,C1Sc3Tl1,"['C', 'Sc', 'Tl']",3
mp-11237,ScAg,"['Ag', 'Sc']",2,aflow:528f39089c3a8aaa,Ag1Sc1,"['Ag', 'Sc']",2
mp-10113,ScBIr3,"['B', 'Ir', 'Sc']",3,aflow:e43d9b6dca4e6e49,B1Ir3Sc1,"['B', 'Ir', 'Sc']",3
mp-569875,ScBRh3,"['B', 'Rh', 'Sc']",3,aflow:1af2e5b6859dc679,B1Rh3Sc1,"['B', 'Rh', 'Sc']",3
mp-932,ScGa3,"['Ga', 'Sc']",2,aflow:3967538d7c5df002,Ga3Sc1,"['Ga', 'Sc']",2
mp-11521,ScNi,"['Ni', 'Sc']",2,aflow:227780372a14df17,Ni1Sc1,"['Ni', 'Sc']",2
mp-828,SiNi3,"['Ni', 'Si']",2,aflow:b31ddd42732eacdd,Ni3Si1,"['Ni', 'Si']",2
mp-2434,SrTl,"['Sr', 'Tl']",2,aflow:fe4e8bc133dd6bd4,Sr1Tl1,"['Sr', 'Tl']",2
mp-570822,Tb3AlC,"['Al', 'C', 'Tb']",3,aflow:b3744e8adac37cc5,Al1C1Tb3,"['Al', 'C', 'Tb']",3
mp-570822,Tb3AlC,"['Al', 'C', 'Tb']",3,aflow:d8aa91de693b2f8a,Al1C1Tb3,"['Al', 'C', 'Tb']",3
mp-2268,TbAg,"['Ag', 'Tb']",2,aflow:f0216227e77670e1,Ag1Tb1,"['Ag', 'Tb']",2
mp-721,TbCd,"['Cd', 'Tb']",2,aflow:e30fcb2e97324626,Cd1Tb1,"['Cd', 'Tb']",2
mp-1837,TbCu,"['Cu', 'Tb']",2,aflow:fbf9627e8b01199d,Cu1Tb1,"['Cu', 'Tb']",2
mp-20920,TbIn3,"['In', 'Tb']",2,aflow:207d513946780fc2,In3Tb1,"['In', 'Tb']",2
mp-1635,TbMg,"['Mg', 'Tb']",2,aflow:0ce177aa4bc71358,Mg1Tb1,"['Mg', 'Tb']",2
mp-2747,TbPd3,"['Pd', 'Tb']",2,aflow:b9ec090c2d6605aa,Pd3Tb1,"['Pd', 'Tb']",2
mp-1549,TbPt3,"['Pt', 'Tb']",2,aflow:db7c48749ff64360,Pt3Tb1,"['Pt', 'Tb']",2
mp-11561,TbRh,"['Rh', 'Tb']",2,aflow:d870e9cabb74da98,Rh1Tb1,"['Rh', 'Tb']",2
mp-542103,TbRh3C,"['C', 'Rh', 'Tb']",3,aflow:e1a168ca011f65ad,C1Rh3Tb1,"['C', 'Rh', 'Tb']",3
mp-30878,TbTl,"['Tb', 'Tl']",2,aflow:6c26fad1d52c9da4,Tb1Tl1,"['Tb', 'Tl']",2
mp-836,TbZn,"['Tb', 'Zn']",2,aflow:e23048d220081ed3,Tb1Zn1,"['Tb', 'Zn']",2
mp-1756,ThB6,"['B', 'Th']",2,aflow:d852634bea6c15c2,B6Th1,"['B', 'Th']",2
mp-20206,ThIn3,"['In', 'Th']",2,aflow:aae7f6bc01d6c603,In3Th1,"['In', 'Th']",2
mp-21381,ThPb3,"['Pb', 'Th']",2,aflow:6df621acdc60187a,Pb3Th1,"['Pb', 'Th']",2
mp-2509,ThRh3,"['Rh', 'Th']",2,aflow:0a51a21a7c15d877,Rh3Th1,"['Rh', 'Th']",2
mp-22394,ThRu3C,"['C', 'Ru', 'Th']",3,aflow:0e1317893f59ee71,C1Ru3Th1,"['C', 'Ru', 'Th']",3
mp-1921,ThTe,"['Te', 'Th']",2,aflow:a89a7c64bdfbb2eb,Te1Th1,"['Te', 'Th']",2
mp-2061,ThTl3,"['Th', 'Tl']",2,aflow:1e89971673a1e76e,Th1Tl3,"['Th', 'Tl']",2
mp-570008,Sr3BiN,"['Bi', 'N', 'Sr']",3,aflow:2b31f5084ef355c3,Bi1N1Sr3,"['Bi', 'N', 'Sr']",3
mp-7752,Sr3SbN,"['N', 'Sb', 'Sr']",3,aflow:d80cdbcb68b4082e,N1Sb1Sr3,"['N', 'Sb', 'Sr']",3
mp-7961,Sr3SnO,"['O', 'Sn', 'Sr']",3,aflow:f37d0b1f8f1ccdb8,O1Sn1Sr3,"['O', 'Sn', 'Sr']",3
mp-242,SrB6,"['B', 'Sr']",2,aflow:f4874036e4939ad3,B6Sr1,"['B', 'Sr']",2
mp-542,SrHg,"['Hg', 'Sr']",2,aflow:147609474cf3a8d3,Hg1Sr1,"['Hg', 'Sr']",2
mp-2179,TiRe,"['Re', 'Ti']",2,aflow:6b78de2c3b4532ce,Re1Ti1,"['Re', 'Ti']",2
mp-10601,Y3GaC,"['C', 'Ga', 'Y']",3,aflow:c39bb7e5c43a2690,C1Ga1Y3,"['C', 'Ga', 'Y']",3
mp-19817,Y3InC,"['C', 'In', 'Y']",3,aflow:5a1b6fdffb2dde5d,C1In1Y3,"['C', 'In', 'Y']",3
mp-9960,Y3TlC,"['C', 'Tl', 'Y']",3,aflow:ff2e821a5a105eeb,C1Tl1Y3,"['C', 'Tl', 'Y']",3
mp-2474,YAg,"['Ag', 'Y']",2,aflow:f36e18a378d3536b,Ag1Y1,"['Ag', 'Y']",2
mp-29725,YBRh3,"['B', 'Rh', 'Y']",3,aflow:dc0372b556662df4,B1Rh3Y1,"['B', 'Rh', 'Y']",3
mp-22704,YIn,"['In', 'Y']",2,aflow:2fc467cf3aaec8cb,In1Y1,"['In', 'Y']",2
mp-20131,YIn3,"['In', 'Y']",2,aflow:bdf0281f8f192f1f,In3Y1,"['In', 'Y']",2
mp-2393,YTl3,"['Tl', 'Y']",2,aflow:c08b23695db01790,Tl3Y1,"['Tl', 'Y']",2
mp-1259,YbAl3,"['Al', 'Yb']",2,aflow:bd9e08867b7e5d00,Al3Yb1,"['Al', 'Yb']",2
mp-419,YbB6,"['B', 'Yb']",2,aflow:b564fd983e6ad2e2,B6Yb1,"['B', 'Yb']",2
mp-1857,YbCd,"['Cd', 'Yb']",2,aflow:9dca02934916b5f5,Cd1Yb1,"['Cd', 'Yb']",2
mp-2459,YbIn,"['In', 'Yb']",2,aflow:9b97c23e6352e08b,In1Yb1,"['In', 'Yb']",2
mp-20469,YbIn3,"['In', 'Yb']",2,aflow:3e99a8522e295b39,In3Yb1,"['In', 'Yb']",2
mp-568705,YbIr,"['Ir', 'Yb']",2,aflow:643740d81b353d90,Ir1Yb1,"['Ir', 'Yb']",2
mp-1723,UAl3,"['Al', 'U']",2,aflow:7a9452c1aff2f407,Al3U1,"['Al', 'U']",2
mp-20941,UIn3,"['In', 'U']",2,aflow:89046aa43a11c6ce,In3U1,"['In', 'U']",2
mp-1044,UIr3,"['Ir', 'U']",2,aflow:9af60c5a7274d323,Ir3U1,"['Ir', 'U']",2
mp-1263,URu3,"['Ru', 'U']",2,aflow:cd335767e53fce83,Ru3U1,"['Ru', 'U']",2
mp-21430,YbPb3,"['Pb', 'Yb']",2,aflow:0132ab6b9cddd429,Pb3Yb1,"['Pb', 'Yb']",2
mp-2391,YbPd3,"['Pd', 'Yb']",2,aflow:903274808a8dc703,Pd3Yb1,"['Pd', 'Yb']",2
mp-300,YbPt3,"['Pt', 'Yb']",2,aflow:2b5b4263126741e1,Pt3Yb1,"['Pt', 'Yb']",2
mp-567089,YbRh,"['Rh', 'Yb']",2,aflow:7f89de06268eaf14,Rh1Yb1,"['Rh', 'Yb']",2
mp-10716,YbRh3C,"['C', 'Rh', 'Yb']",3,aflow:a38e4109ef4d22e1,C1Rh3Yb1,"['C', 'Rh', 'Yb']",3
mp-11576,YbTl,"['Tl', 'Yb']",2,aflow:9c68d753a5c1b840,Tl1Yb1,"['Tl', 'Yb']",2
mp-1684,ZnAu,"['Au', 'Zn']",2,aflow:932366769d6016ef,Au1Zn1,"['Au', 'Zn']",2
mp-987,ZnCu,"['Cu', 'Zn']",2,aflow:d948b9cda2010f3b,Cu1Zn1,"['Cu', 'Zn']",2
mp-1471,Zr3Al,"['Al', 'Zr']",2,aflow:d5adc38fa8b953cf,Al1Zr3,"['Al', 'Zr']",2
mp-20695,Zr3In,"['In', 'Zr']",2,aflow:7d01de55b4372b7a,In1Zr3,"['In', 'Zr']",2
mp-11313,ZrCd3,"['Cd', 'Zr']",2,aflow:e8ba7d7c937e89b9,Cd3Zr1,"['Cd', 'Zr']",2
mp-2283,ZrCo,"['Co', 'Zr']",2,aflow:a165b280f0c37787,Co1Zr1,"['Co', 'Zr']",2
mp-1438,ZrIr3,"['Ir', 'Zr']",2,aflow:3449b10658b69dd3,Ir3Zr1,"['Ir', 'Zr']",2
mp-11541,ZrOs,"['Os', 'Zr']",2,aflow:a36bd88304037b89,Os1Zr1,"['Os', 'Zr']",2
mp-229,ZrRh3,"['Rh', 'Zr']",2,aflow:b6449ed4840e19f6,Rh3Zr1,"['Rh', 'Zr']",2
mp-570276,ZrZn,"['Zn', 'Zr']",2,aflow:2cb00cb797720fc7,Zn1Zr1,"['Zn', 'Zr']",2
mp-1885,AlIr,"['Al', 'Ir']",2,aflow:7372464395d0b3c6,Al1Ir1,"['Al', 'Ir']",2
mp-1487,AlNi,"['Al', 'Ni']",2,aflow:ad9bb3ce8c34c78e,Al1Ni1,"['Al', 'Ni']",2
mp-364,AlRh,"['Al', 'Rh']",2,aflow:359263f19d0d546e,Al1Rh1,"['Al', 'Rh']",2
mp-542569,AlRu,"['Al', 'Ru']",2,aflow:0748412c3a3db28b,Al1Ru1,"['Al', 'Ru']",2
mp-2773,BeCo,"['Be', 'Co']",2,aflow:b3e8d1368b95ed0d,Be1Co1,"['Be', 'Co']",2
mp-11276,BeRh,"['Be', 'Rh']",2,aflow:0d4c2a40fe143a57,Be1Rh1,"['Be', 'Rh']",2
mp-11290,CaSn3,"['Ca', 'Sn']",2,aflow:c4fc7a005d06a30b,Ca1Sn3,"['Ca', 'Sn']",2
mp-1073,CaCd,"['Ca', 'Cd']",2,aflow:68fb7c17a24ef7ef,Ca1Cd1,"['Ca', 'Cd']",2
mp-11286,CaHg,"['Ca', 'Hg']",2,aflow:e1226cf0e66c1033,Ca1Hg1,"['Ca', 'Hg']",2
mp-12585,CrRh3,"['Cr', 'Rh']",2,aflow:28847c37c6fa69ea,Cr1Rh3,"['Cr', 'Rh']",2
mp-2258,Cu3Au,"['Au', 'Cu']",2,aflow:e7e21be634245737,Au1Cu3,"['Au', 'Cu']",2
mp-12086,Cu3Pt,"['Cu', 'Pt']",2,aflow:2b4ab77dda6ab20f,Cu3Pt1,"['Cu', 'Pt']",2
mp-2027,HfCo,"['Co', 'Hf']",2,aflow:c5b17da66c84aaf6,Co1Hf1,"['Co', 'Hf']",2
mp-2126,HfIr3,"['Hf', 'Ir']",2,aflow:fe2c6fc4804c26c3,Hf1Ir3,"['Hf', 'Ir']",2
mp-11452,HfOs,"['Hf', 'Os']",2,aflow:e958030590a0d0bd,Hf1Os1,"['Hf', 'Os']",2
mp-1027,HfRh3,"['Hf', 'Rh']",2,aflow:c38c54f6fd9ccec1,Hf1Rh3,"['Hf', 'Rh']",2
mp-2802,HfRu,"['Hf', 'Ru']",2,aflow:6f3e9a62beed10fe,Hf1Ru1,"['Hf', 'Ru']",2
mp-11460,HfTc,"['Hf', 'Tc']",2,aflow:3e45dbfa7d475634,Hf1Tc1,"['Hf', 'Tc']",2
mp-11248,LiAu3,"['Au', 'Li']",2,aflow:c95606e8cb3cef5a,Au3Li1,"['Au', 'Li']",2
mp-2012,LiHg,"['Hg', 'Li']",2,aflow:07f268d309e600b2,Hg1Li1,"['Hg', 'Li']",2
mp-437,MgAu,"['Au', 'Mg']",2,aflow:12adf10b63fa2334,Au1Mg1,"['Au', 'Mg']",2
mp-1172,MgRh,"['Mg', 'Rh']",2,aflow:c87705861b1e6915,Mg1Rh1,"['Mg', 'Rh']",2
mp-12674,MnAu,"['Au', 'Mn']",2,aflow:a655aeef53046339,Au1Mn1,"['Au', 'Mn']",2
mp-417,MnRh,"['Mn', 'Rh']",2,aflow:b46359d8e0dcc980,Mn1Rh1,"['Mn', 'Rh']",2
mp-316,MnV,"['Mn', 'V']",2,aflow:c6d068e985f2a15e,Mn1V1,"['Mn', 'V']",2
mp-953,NbZn3,"['Nb', 'Zn']",2,aflow:33384eefa2607528,Nb1Zn3,"['Nb', 'Zn']",2
mp-718,SnPd3,"['Pd', 'Sn']",2,aflow:23b6d94f767fd2cd,Pd3Sn1,"['Pd', 'Sn']",2
mp-20971,SnPt3,"['Pt', 'Sn']",2,aflow:6be90e0b1e703b4d,Pt3Sn1,"['Pt', 'Sn']",2
mp-4079,Sc3AlC,"['Al', 'C', 'Sc']",3,aflow:d7486a814fe4eaea,Al1C1Sc3,"['Al', 'C', 'Sc']",3
mp-16297,Sc3SnC,"['C', 'Sc', 'Sn']",3,aflow:4ad542786ef28db2,C1Sc3Sn1,"['C', 'Sc', 'Sn']",3
mp-331,ScAl,"['Al', 'Sc']",2,aflow:bc6d6d2126b11c3f,Al1Sc1,"['Al', 'Sc']",2
mp-2121,ScAl3,"['Al', 'Sc']",2,aflow:5331b9c8e0d5267d,Al3Sc1,"['Al', 'Sc']",2
mp-2121,ScAl3,"['Al', 'Sc']",2,aflow:6fbcea392322eda3,Al3Sc1,"['Al', 'Sc']",2
mp-11256,ScAu,"['Au', 'Sc']",2,aflow:bb1785238190c409,Au1Sc1,"['Au', 'Sc']",2
mp-1211,ScCd,"['Cd', 'Sc']",2,aflow:96f7b5f72a5fe798,Cd1Sc1,"['Cd', 'Sc']",2
mp-2212,ScCo,"['Co', 'Sc']",2,aflow:9782d5248273d419,Co1Sc1,"['Co', 'Sc']",2
mp-1169,ScCu,"['Cu', 'Sc']",2,aflow:ee85245cde3ed6c7,Cu1Sc1,"['Cu', 'Sc']",2
mp-11471,ScHg,"['Hg', 'Sc']",2,aflow:f4d96a33ab291275,Hg1Sc1,"['Hg', 'Sc']",2
mp-1129,ScIr,"['Ir', 'Sc']",2,aflow:1ac49c8e5e124ef8,Ir1Sc1,"['Ir', 'Sc']",2
mp-12593,ScIr3,"['Ir', 'Sc']",2,aflow:c05f2543a2e6b0f9,Ir3Sc1,"['Ir', 'Sc']",2
mp-2781,ScPd,"['Pd', 'Sc']",2,aflow:2d8425a06ab1611d,Pd1Sc1,"['Pd', 'Sc']",2
mp-2677,ScPd3,"['Pd', 'Sc']",2,aflow:2e2a4cca86d236fb,Pd3Sc1,"['Pd', 'Sc']",2
mp-892,ScPt,"['Pt', 'Sc']",2,aflow:ed23ecf0e217e549,Pt1Sc1,"['Pt', 'Sc']",2
mp-481,ScPt3,"['Pt', 'Sc']",2,aflow:3fdc47a5a166d5dd,Pt3Sc1,"['Pt', 'Sc']",2
mp-1780,ScRh,"['Rh', 'Sc']",2,aflow:1da926caa9bd3298,Rh1Sc1,"['Rh', 'Sc']",2
mp-635,ScRh3,"['Rh', 'Sc']",2,aflow:ea4b129585b040c4,Rh3Sc1,"['Rh', 'Sc']",2
mp-10712,ScRh3C,"['C', 'Rh', 'Sc']",3,aflow:d5b672c7928a8d6a,C1Rh3Sc1,"['C', 'Rh', 'Sc']",3
mp-30867,ScRu,"['Ru', 'Sc']",2,aflow:c33a14007399064d,Ru1Sc1,"['Ru', 'Sc']",2
mp-7130,ScRu3C,"['C', 'Ru', 'Sc']",3,aflow:6969ed5a893c0533,C1Ru3Sc1,"['C', 'Ru', 'Sc']",3
mp-11566,ScZn,"['Sc', 'Zn']",2,aflow:336873381da1c2de,Sc1Zn1,"['Sc', 'Zn']",2
mp-3271,Ti3AlC,"['Al', 'C', 'Ti']",3,aflow:4d8faf470aa227b6,Al1C1Ti3,"['Al', 'C', 'Ti']",3
mp-265,TaIr3,"['Ir', 'Ta']",2,aflow:0b20629a915a4c54,Ir3Ta1,"['Ir', 'Ta']",2
mp-1020,TaRh3,"['Rh', 'Ta']",2,aflow:1cc19369e172f540,Rh3Ta1,"['Rh', 'Ta']",2
mp-11572,TaTc,"['Ta', 'Tc']",2,aflow:4636a6353e82ddee,Ta1Tc1,"['Ta', 'Tc']",2
mp-823,TiCo,"['Co', 'Ti']",2,aflow:7f97787e67d5dd51,Co1Ti1,"['Co', 'Ti']",2
mp-305,TiFe,"['Fe', 'Ti']",2,aflow:5a670b4d513577ba,Fe1Ti1,"['Fe', 'Ti']",2
mp-1089,TiIr3,"['Ir', 'Ti']",2,aflow:6138a1f196c1c245,Ir3Ti1,"['Ir', 'Ti']",2
mp-291,TiOs,"['Os', 'Ti']",2,aflow:0bf997c48fac9fb0,Os1Ti1,"['Os', 'Ti']",2
mp-1152,TiRh3,"['Rh', 'Ti']",2,aflow:2912c3468b1bd6b8,Rh3Ti1,"['Rh', 'Ti']",2
mp-592,TiRu,"['Ru', 'Ti']",2,aflow:80cba77e1024009d,Ru1Ti1,"['Ru', 'Ti']",2
mp-11573,TiTc,"['Tc', 'Ti']",2,aflow:f2bf1c69bbb4ccdc,Tc1Ti1,"['Tc', 'Ti']",2
mp-12778,VOs,"['Os', 'V']",2,aflow:ac232fbf28827cdb,Os1V1,"['Os', 'V']",2
mp-568711,VPd3,"['Pd', 'V']",2,aflow:ed0e3797e656f67a,Pd3V1,"['Pd', 'V']",2
mp-372,VPt3,"['Pt', 'V']",2,aflow:070d1a4de1bb3fe4,Pt3V1,"['Pt', 'V']",2
mp-372,VPt3,"['Pt', 'V']",2,aflow:bda48bfbdd63e454,Pt3V1,"['Pt', 'V']",2
mp-1395,VRu,"['Ru', 'V']",2,aflow:2cd188952f1402e7,Ru1V1,"['Ru', 'V']",2
mp-2540,VTc,"['Tc', 'V']",2,aflow:f79a697dd14b142c,Tc1V1,"['Tc', 'V']",2
mp-11578,VZn3,"['V', 'Zn']",2,aflow:ac085a73c29ce947,V1Zn3,"['V', 'Zn']",2
mp-4448,Y3AlC,"['Al', 'C', 'Y']",3,aflow:a873c04ce401162f,Al1C1Y3,"['Al', 'C', 'Y']",3
mp-10608,Y3SnC,"['C', 'Sn', 'Y']",3,aflow:e6c9ac980101c7a9,C1Sn1Y3,"['C', 'Sn', 'Y']",3
mp-915,YCd,"['Cd', 'Y']",2,aflow:9c697bbcdaca44b5,Cd1Y1,"['Cd', 'Y']",2
mp-2399,YHg,"['Hg', 'Y']",2,aflow:1f7c5feab515be03,Hg1Y1,"['Hg', 'Y']",2
mp-30746,YIr,"['Ir', 'Y']",2,aflow:f69f9fe91f97079b,Ir1Y1,"['Ir', 'Y']",2
mp-615,YMg,"['Mg', 'Y']",2,aflow:582d36d531b92b8c,Mg1Y1,"['Mg', 'Y']",2
mp-559,YPd3,"['Pd', 'Y']",2,aflow:a9dd7a99cc37634d,Pd3Y1,"['Pd', 'Y']",2
mp-2403,YPt3,"['Pt', 'Y']",2,aflow:e3faf75fedf889c3,Pt3Y1,"['Pt', 'Y']",2
mp-191,YRh,"['Rh', 'Y']",2,aflow:02f0db62eca4baea,Rh1Y1,"['Rh', 'Y']",2
mp-22120,YRh3C,"['C', 'Rh', 'Y']",3,aflow:1272279fc87ba14e,C1Rh3Y1,"['C', 'Rh', 'Y']",3
mp-2516,YZn,"['Y', 'Zn']",2,aflow:440eed1fe4e9897b,Y1Zn1,"['Y', 'Zn']",2
mp-30856,ZnPt3,"['Pt', 'Zn']",2,aflow:b6222a2c31f1c887,Pt3Zn1,"['Pt', 'Zn']",2
mp-6938,ZnRh,"['Rh', 'Zn']",2,aflow:b8eac8765fab9bed,Rh1Zn1,"['Rh', 'Zn']",2
mp-214,ZrRu,"['Ru', 'Zr']",2,aflow:f22c703bcdb00e01,Ru1Zr1,"['Ru', 'Zr']",2
mp-10,As,['As'],1,aflow:a997e20f53ed2acb,As1,['As'],1
mp-567597,Bi,['Bi'],1,aflow:27bbd51ad4827863,Bi1,['Bi'],1
mp-133,Sb,['Sb'],1,aflow:462bb5f411a8e076,Sb1,['Sb'],1
mp-2211,V3Pt,"['Pt', 'V']",2,aflow:519921b1a82b1a1a,Pt1V3,"['Pt', 'V']",2
mp-11334,W,['W'],1,aflow:b36865785bd06095,W1,['W'],1
mp-24147,AcH2,"['Ac', 'H']",2,aflow:903e65521a6472cd,Ac1H2,"['Ac', 'H']",2
mp-22922,AgCl,"['Ag', 'Cl']",2,aflow:59bce60e4ed76f05,Ag1Cl1,"['Ag', 'Cl']",2
mp-2302,AsRh2,"['As', 'Rh']",2,aflow:01a40028ad8815a4,As1Rh2,"['As', 'Rh']",2
mp-1009733,Ca2Si,"['Ca', 'Si']",2,aflow:d42847d039d9c6d9,Ca2Si1,"['Ca', 'Si']",2
mp-20463,CaPbF6,"['Ca', 'F', 'Pb']",3,aflow:a21b02f100736b23,Ca1F6Pb1,"['Ca', 'F', 'Pb']",3
mp-1672,CaS,"['Ca', 'S']",2,aflow:007edcc20ee1c898,Ca1S1,"['Ca', 'S']",2
mp-1415,CaSe,"['Ca', 'Se']",2,aflow:7a5d981a5d714afb,Ca1Se1,"['Ca', 'Se']",2
mp-1415,CaSe,"['Ca', 'Se']",2,aflow:b167bafb684ed8c2,Ca1Se1,"['Ca', 'Se']",2
mp-1519,CaTe,"['Ca', 'Te']",2,aflow:f51506e74f2ec57e,Ca1Te1,"['Ca', 'Te']",2
mp-241,CdF2,"['Cd', 'F']",2,aflow:c63288c8bd0530ac,Cd1F2,"['Cd', 'F']",2
mp-1132,CdO,"['Cd', 'O']",2,aflow:83e90de1a2af0519,Cd1O1,"['Cd', 'O']",2
mp-568662,BaCl2,"['Ba', 'Cl']",2,aflow:6a9703b2d7b80183,Ba1Cl2,"['Ba', 'Cl']",2
mp-1253,BaSe,"['Ba', 'Se']",2,aflow:20c956c82d61d753,Ba1Se1,"['Ba', 'Se']",2
mp-1253,BaSe,"['Ba', 'Se']",2,aflow:cf0f068c99c6f727,Ba1Se1,"['Ba', 'Se']",2
mp-1000,BaTe,"['Ba', 'Te']",2,aflow:e00b430dded98dba,Ba1Te1,"['Ba', 'Te']",2
mp-1000,BaTe,"['Ba', 'Te']",2,aflow:f92c7225e1387152,Ba1Te1,"['Ba', 'Te']",2
mp-20194,CeO2,"['Ce', 'O']",2,aflow:aa6ceeb12511471b,Ce1O2,"['Ce', 'O']",2
mp-2154,CeP,"['Ce', 'P']",2,aflow:969e8091cd9da8c9,Ce1P1,"['Ce', 'P']",2
mp-2563,CeSe,"['Ce', 'Se']",2,aflow:29355c7ad0a3aee5,Ce1Se1,"['Ce', 'Se']",2
mp-2563,CeSe,"['Ce', 'Se']",2,aflow:2cd52c20880b93f8,Ce1Se1,"['Ce', 'Se']",2
mp-24151,DyH2,"['Dy', 'H']",2,aflow:55bf312c44071d54,Dy1H2,"['Dy', 'H']",2
mp-20898,DyInAg2,"['Ag', 'Dy', 'In']",3,aflow:dcf9e6bc36e20b6d,Ag2Dy1In1,"['Ag', 'Dy', 'In']",3
mp-30374,DyInAu2,"['Au', 'Dy', 'In']",3,aflow:e56edcb230715dcf,Au2Dy1In1,"['Au', 'Dy', 'In']",3
mp-1546,DyMg3,"['Dy', 'Mg']",2,aflow:aa05095e36513fca,Dy1Mg3,"['Dy', 'Mg']",2
mp-1410,DyN,"['Dy', 'N']",2,aflow:8f3e0c3e671cf4a9,Dy1N1,"['Dy', 'N']",2
mp-2014,DyP,"['Dy', 'P']",2,aflow:440c7849ab8be110,Dy1P1,"['Dy', 'P']",2
mp-2470,DyS,"['Dy', 'S']",2,aflow:2debadc28b817473,Dy1S1,"['Dy', 'S']",2
mp-1007,DySb,"['Dy', 'Sb']",2,aflow:91dcf2c2ffad7d2d,Dy1Sb1,"['Dy', 'Sb']",2
mp-814,DySe,"['Dy', 'Se']",2,aflow:cf3ef46b038e70fa,Dy1Se1,"['Dy', 'Se']",2
mp-2159,DyTe,"['Dy', 'Te']",2,aflow:c784ea573c0e2ee7,Dy1Te1,"['Dy', 'Te']",2
mp-1688,ErAs,"['As', 'Er']",2,aflow:a7617b1c7ed6d859,As1Er1,"['As', 'Er']",2
mp-23245,ErBi,"['Bi', 'Er']",2,aflow:8927893ffc054168,Bi1Er1,"['Bi', 'Er']",2
mp-24192,ErH2,"['Er', 'H']",2,aflow:42bc9c43b5da2a39,Er1H2,"['Er', 'H']",2
mp-30340,ErInAg2,"['Ag', 'Er', 'In']",3,aflow:22494371b35a87c6,Ag2Er1In1,"['Ag', 'Er', 'In']",3
mp-1623,ErS,"['Er', 'S']",2,aflow:e81a0ba1ec4da6b1,Er1S1,"['Er', 'S']",2
mp-2191,ErSb,"['Er', 'Sb']",2,aflow:b932c6b738cf237f,Er1Sb1,"['Er', 'Sb']",2
mp-2491,ErSe,"['Er', 'Se']",2,aflow:a910c394f6b05eb5,Er1Se1,"['Er', 'Se']",2
mp-2627,DyAs,"['As', 'Dy']",2,aflow:abf5b7fa198a8dc2,As1Dy1,"['As', 'Dy']",2
mp-22907,DyBi,"['Bi', 'Dy']",2,aflow:4dcf1adffdb1e365,Bi1Dy1,"['Bi', 'Dy']",2
mp-540957,Cs2TeI6,"['Cs', 'I', 'Te']",3,aflow:6dc2e902a1372f65,Cs2I6Te1,"['Cs', 'I', 'Te']",3
mp-1784,CsF,"['Cs', 'F']",2,aflow:71951baeb9deaf95,Cs1F1,"['Cs', 'F']",2
