compound,auid,aurl,Pearson_symbol_orig,point_group_Schoenflies_orig,point_group_structure_orig,point_group_type_orig,spacegroup_orig,spacegroup_relax,Pearson_symbol_relax,crystal_family,nspecies,species,natoms,density,volume_atom,volume_cell,bader_net_charges,bader_atomic_volumes,spin_atom,nbondxx,Egap,energy_atom,energy_cell,enthalpy_atom,enthalpy_cell,enthalpy_formation_cell,entropic_temperature,ael_bulk_modulus_reuss,ael_bulk_modulus_voigt,ael_bulk_modulus_vrh,ael_debye_temperature,ael_elastic_anisotropy,ael_poisson_ratio,ael_pughs_modulus_ratio,ael_shear_modulus_reuss,ael_shear_modulus_voigt,ael_shear_modulus_vrh,ael_speed_sound_average,ael_speed_sound_longitudinal,ael_speed_sound_transverse,ael_stiffness_tensor,ael_youngs_modulus_vrh,agl_acoustic_debye,agl_debye,agl_heat_capacity_Cp_300K,agl_heat_capacity_Cv_300K,agl_thermal_conductivity_300K,agl_thermal_expansion_300K,agl_gruneisen,agl_vibrational_entropy_300K_atom,agl_vibrational_entropy_300K_cell,agl_vibrational_free_energy_300K_atom,agl_vibrational_free_energy_300K_cell,
Mn2Sc4Se8,aflow:00cd175b0c3d7492,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn1Sc2Se4_ICSD_74407,cF56,O_h,2_x_symmetric,centrosymmetric,227,227,cF56,cubic,3,"['Mn', 'Sc', 'Se']",14,4.22096,25.891,362.474,"[1.1483, 1.1483, 1.8191, 1.8284, 1.8284, 1.8284, -1.2061, -1.1985, -1.1912, -1.2047, -1.1981, -1.2061, -1.2043, -1.1919]","[17.09, 17.09, 11.52, 11.44, 11.44, 11.44, 35.43, 35.27, 35.17, 35.36, 35.27, 35.43, 35.35, 35.18]",0.714224,"[4.90094, 4.6923, 2.59224, 4.0016, 2.75015, 3.7701]",0.957,-5.96934,-83.5707,-5.96934,-83.5707,,,57.7667,57.7667,57.7667,239.22,0.789945,0.345736,0.343894,18.4112,21.32,19.8656,2377.05,3313.86,2169.43,"[[74.2667, 49.5167, 49.5167, 0, 0, 0], [49.5167, 74.2667, 49.5167, 0, 0, 0], [49.5167, 49.5167, 74.2667, 0, 0, 0], [0, 0, 0, 27.2833, 0, 0], [0, 0, 0, 0, 27.2833, 0], [0, 0, 0, 0, 0, 27.2833]]",53.4678,103.313,248.911,41.8433,40.6345,1.46419,0.0000515,1.90302,0.401586,5.62221,-40.3595,-565.033,
Ge1Ni2Zn1,aflow:00cdc20a7cbc8937,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge1Ni2Zn1_ICSD_53865,cF16,O_h,2_x_symmetric,centrosymmetric,225,225,cF16,cubic,3,"['Ge', 'Ni', 'Zn']",4,8.98233,11.8015,47.2059,"[0.1195, -0.2646, -0.263, 0.4082]","[13.58, 11.59, 11.58, 10.45]",0,"[4.05668, 2.4842, 2.8685, 2.8685, 2.4842, 4.05668]",0,-2.55733,-10.2293,-2.55733,-10.2293,,,154.094,154.094,154.094,312.886,3.78607,0.372802,0.277968,31.07,54.5967,42.8333,2392.71,3335.68,2183.72,"[[175.683, 143.3, 143.3, 0, 0, 0], [143.3, 175.683, 143.3, 0, 0, 0], [143.3, 143.3, 175.683, 0, 0, 0], [0, 0, 0, 80.2, 0, 0], [0, 0, 0, 0, 80.2, 0], [0, 0, 0, 0, 0, 80.2]]",117.603,196.548,312.156,11.9407,11.404,2.85205,0.0000621,2.45813,0.347436,1.38974,-22.7293,-90.9173,
As4Co2,aflow:00d4123713eaf16f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As2Co1_ICSD_610034,oP6,D_2h,2_x_dihedral,centrosymmetric,58,58,oP6,orthorhombic,2,"['As', 'Co']",6,7.51205,15.3833,92.3001,"[0.046, 0.0636, 0.0459, 0.0634, -0.1094, -0.1096]","[17.09, 17.04, 17.09, 17.04, 12.02, 12.02]",0,"[2.49135, 2.3565, 3.03673]",0,-4.34551,-26.0731,-4.34551,-26.0731,,,119.265,124.944,122.105,447.824,0.901729,0.210609,0.717138,80.6755,94.4567,87.5661,3740.95,5215.27,3414.2,"[[166.217, 108.217, 49.4167, 0, 0, 0], [107.583, 257.717, 51.3333, 0, 0, 0], [48.5, 52.1, 284.467, 0, 0, 0], [0, 0, 0, 128.6, 0, 0], [0, 0, 0, 0, 62.8333, 0], [0, 0, 0, 0, 0, 114.067]]",212.017,244.893,444.905,16.7608,16.2095,8.52199,0.0000485,2.31979,0.259514,1.55708,7.80801,46.848,
Cu4Ni1Yb1,aflow:00d5318ea4c2f57d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu4Ni1Yb1_ICSD_628598,cF24,T_d,symmetric,none,216,216,cF24,cubic,3,"['Cu', 'Ni', 'Yb']",6,9.43621,14.2515,85.5089,"[-0.1948, -0.2475, -0.2071, -0.1566, -0.3376, 1.1437]","[13.49, 13.78, 13.57, 13.32, 16.14, 15.21]",0,"[2.45333, 2.8973, 2.9014, 4.9451, 3.02825, 4.9451]",0,-2.0045,-12.027,-2.0045,-12.027,,,100.506,100.506,100.506,266.504,0.148832,0.335969,0.368342,36.4775,37.5633,37.0204,2170.28,3025.59,1980.72,"[[140.517, 80.5, 80.5, 0, 0, 0], [80.5, 140.517, 80.5, 0, 0, 0], [80.5, 80.5, 140.517, 0, 0, 0], [0, 0, 0, 42.6, 0, 0], [0, 0, 0, 0, 42.6, 0], [0, 0, 0, 0, 0, 42.6]]",98.9163,137.58,250.133,18.4007,17.4251,1.8199,0.0000807,2.26263,0.403863,2.42318,-41.0883,-246.53,
Cr4La4S12,aflow:00daf46bc3833338,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cr1La1S3_ICSD_51123,oP20,D_2h,2_x_dihedral,centrosymmetric,62,62,oP20,orthorhombic,3,"['Cr', 'La', 'S']",20,4.65669,20.4742,409.484,"[1.3178, 1.3178, 1.3178, 1.3178, 1.8692, 1.8692, 1.8692, 1.8692, -1.1401, -1.1401, -1.1401, -1.1401, -1.0552, -1.0552, -1.0552, -1.0552, -0.9917, -0.9917, -0.9917, -0.9917]","[10.72, 10.72, 10.72, 10.72, 20.58, 20.58, 20.58, 20.58, 24.95, 24.95, 24.95, 24.95, 23.27, 23.27, 23.27, 23.27, 22.86, 22.86, 22.86, 22.86]",0.60111,"[3.48275, 3.5901, 2.41857, 3.87513, 3.0049, 3.1606]",0.2562,-6.34186,-126.837,-6.34186,-126.837,,,81.3491,82.1352,81.7422,372.337,0.346195,0.265666,0.55544,43.9247,46.8811,45.4029,3421.34,4769.71,3122.51,"[[155.633, 55.05, 45.2167, 0, 0, 0], [54.3167, 110.45, 63.9, 0, 0, 0], [45.7, 65.05, 143.833, 0, 0, 0], [0, 0, 0, 44.0833, 0, 0], [0, 0, 0, 0, 49.2, 0], [0, 0, 0, 0, 0, 59.3667]]",114.93,141.098,383.129,57.1027,55.4987,2.92377,0.0000468,2.03712,0.295061,5.90121,-4.92542,-98.5085,
Cu4Sb4Se8,aflow:00fc9c966a3fa36d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cu1Sb1Se2_ICSD_30358,oP16,D_2h,2_x_dihedral,centrosymmetric,62,62,oP16,orthorhombic,3,"['Cu', 'Sb', 'Se']",16,5.79754,24.5761,393.218,"[0.328, 0.328, 0.328, 0.328, 0.856, 0.856, 0.856, 0.856, -0.636, -0.636, -0.636, -0.636, -0.548, -0.548, -0.548, -0.548]","[15.83, 15.83, 15.83, 15.83, 25.38, 25.38, 25.38, 25.38, 28.12, 28.12, 28.12, 28.12, 28.97, 28.97, 28.97, 28.97]",0,"[3.99969, 3.45946, 2.4305, 4.0076, 2.62612, 3.87908]",0.7331,-3.57053,-57.1285,-3.57053,-57.1285,,,37.9254,38.7648,38.3451,207.138,0.191858,0.280119,0.515297,19.4294,20.0889,19.7591,2022.81,2820.01,1846.13,"[[76.3333, 18.7833, 30.7667, 0, 0, 0], [18.7167, 67.9667, 23.9, 0, 0, 0], [30.6333, 24.5, 57.95, 0, 0, 0], [0, 0, 0, 17.2333, 0, 0], [0, 0, 0, 0, 21.4, 0], [0, 0, 0, 0, 0, 18.8333]]",50.5881,101.197,255.048,48.4292,46.396,1.39627,0.0000664,2.16354,0.398069,6.3691,-39.2316,-627.706,
As2Ba2Cu2,aflow:011791cabef22ceb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Ba1Cu1_ICSD_41705,hP6,D_6h,2_x_dihedral,centrosymmetric,194,194,hP6,hexagonal,3,"['As', 'Ba', 'Cu']",6,5.93361,25.7276,154.366,"[-1.1065, -1.1066, 1.2478, 1.2478, -0.1412, -0.1412]","[30.42, 30.42, 27.62, 27.62, 19.15, 19.15]",0,"[4.40413, 3.42684, 2.54269, 4.40413, 3.42685, 4.40413]",0,-3.70296,-22.2178,-3.70296,-22.2178,,,50.8921,51.537,51.2146,265.42,0.0760792,0.226684,0.668427,34.0175,34.4489,34.2332,2631.83,3669.04,2401.95,"[[104.917, 27.7, 28.8333, 0, 0, 0], [27.7333, 105.083, 28.75, 0, 0, 0], [29.0167, 29.15, 82.9, 0, 0, 0], [0, 0, 0, 32.1667, 0, 0], [0, 0, 0, 0, 32.1667, 0], [0, 0, 0, 0, 0, 38.7667]]",83.9866,141.983,257.911,18.238,17.3865,3.06018,0.0000745,2.15515,0.395539,2.37323,-38.4193,-230.516,
La3Sn7,aflow:011b17af29b373b6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/La3Sn7_ICSD_261872,oS20,D_2h,2_x_dihedral,centrosymmetric,65,65,oS20,orthorhombic,2,"['La', 'Sn']",10,6.93727,29.8619,298.619,"[1.2226, 1.2226, 1.2191, -0.7475, -0.7476, -0.4432, -0.4432, -0.4352, -0.4352, -0.4126]","[25.9, 25.9, 24.4, 34.31, 34.31, 30.92, 30.92, 31.14, 31.14, 29.63]",0,"[4.18468, 3.34075, 3.12808]",0,-4.64174,-46.4174,-4.64174,-46.4174,,,53.8124,52.4019,53.1071,198.848,0.617509,0.297885,0.46718,23.3101,26.3111,24.8106,2072.13,2888.77,1891.14,"[[85.9167, 40.7667, 41.45, 0, 0, 0], [39.0833, 59.1167, 39.6667, 0, 0, 0], [40.9167, 39.4333, 83.8833, 0, 0, 0], [0, 0, 0, 31.3667, 0, 0], [0, 0, 0, 0, 35.9333, 0], [0, 0, 0, 0, 0, 28.4]]",64.4026,93.2959,200.961,30.4818,29.3662,1.48385,0.0000585,2.13883,0.456912,4.56912,-57.8633,-578.633,
Cd2Er4Ge4,aflow:0129878b3f6b76d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cd1Er2Ge2_ICSD_424177,tP10,D_4h,2_x_dihedral,centrosymmetric,127,127,tP10,tetragonal,3,"['Cd', 'Er', 'Ge']",10,8.94741,21.9778,219.778,"[-0.332, -0.332, 1.3358, 1.3358, 1.3358, 1.3358, -1.1826, -1.157, -1.2095, -1.1301]","[24.63, 24.63, 18.16, 18.16, 18.16, 18.16, 24.54, 24.41, 24.67, 24.28]",0,"[4.16696, 3.38973, 2.88009, 3.64331, 2.92334, 2.52609]",0,-4.41545,-44.1545,-4.41545,-44.1545,,,77.9438,78.0667,78.0052,272.825,0.692315,0.239841,0.629496,45.9314,52.2767,49.104,2566.86,3578.48,2342.66,"[[118.85, 53.6333, 58.5667, 0, 0, 0], [53.6333, 118.85, 58.5667, 0, 0, 0], [58.05, 58.05, 124.4, 0, 0, 0], [0, 0, 0, 71.1, 0, 0], [0, 0, 0, 0, 71.1, 0], [0, 0, 0, 0, 0, 55.2333]]",121.762,125.323,269.963,29.8026,28.8627,3.36541,0.0000521,2.05652,0.381918,3.81918,-34.0257,-340.257,
F9Y3,aflow:012e952be3f6311f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F3Y1_ICSD_15961,cP12,O_h,2_x_symmetric,centrosymmetric,221,221,cP12,cubic,2,"['F', 'Y']",12,4.63794,13.0594,156.713,"[-0.8417, -0.7939, -0.778, -0.7939, -0.7939, -0.8019, -0.7858, -0.786, -0.7858, 2.3869, 2.3869, 2.3869]","[10.33, 13.71, 13.11, 13.71, 13.71, 14.02, 13.4, 13.42, 13.4, 12.63, 12.63, 12.63]",0,"[2.4035, 2.35843, 3.81229]",5.6023,-6.93161,-83.1793,-6.93161,-83.1793,-47.054,80918.3,96.7167,96.7167,96.7167,454.088,0.000673349,0.280124,0.515285,49.8333,49.84,49.8366,3591.74,5007.26,3278.02,"[[164.117, 63.0167, 63.0167, 0, 0, 0], [63.0167, 164.117, 63.0167, 0, 0, 0], [63.0167, 63.0167, 164.117, 0, 0, 0], [0, 0, 0, 49.3667, 0, 0], [0, 0, 0, 0, 49.3667, 0], [0, 0, 0, 0, 0, 49.3667]]",127.594,213.59,489.191,32.8233,31.7209,4.35946,0.0000547,2.10577,0.237223,2.84667,16.1758,194.109,
Pb3Yb1,aflow:0132ab6b9cddd429,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pb3Yb1_ICSD_105646,cP4,O_h,2_x_symmetric,centrosymmetric,221,221,cP4,cubic,2,"['Pb', 'Yb']",4,10.9498,30.1268,120.507,"[-0.2933, -0.3606, -0.4654, 1.1194]","[32.46, 33.2, 34.38, 20.47]",0,"[3.49266, 3.49266, 4.93936]",0,-3.375,-13.5,-3.375,-13.5,,,25.6389,25.6389,25.6389,137.123,0.672923,0.206234,0.730619,17.5512,19.9133,18.7323,1433.13,1997.93,1307.95,"[[41.75, 17.5833, 17.5833, 0, 0, 0], [17.5833, 41.75, 17.5833, 0, 0, 0], [17.5833, 17.5833, 41.75, 0, 0, 0], [0, 0, 0, 25.1333, 0, 0], [0, 0, 0, 0, 25.1333, 0], [0, 0, 0, 0, 0, 25.1333]]",45.191,103.943,165.058,12.4061,11.8327,2.73178,0.0000788,2.02566,0.510425,2.0417,-74.4839,-297.936,
Bi2Er6Mn1,aflow:01481e25e4e09b70,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi2Er6Mn1_ICSD_159228,hP9,D_3h,dihedral,none,189,189,hP9,hexagonal,3,"['Bi', 'Er', 'Mn']",9,9.95858,27.3546,246.192,"[-1.7052, -1.7053, 1.0978, 1.0964, 1.0971, 0.84, 0.8378, 0.8394, -2.398]","[40.79, 40.8, 22.16, 22.18, 22.17, 22, 22.04, 22, 32.05]",0,"[4.16813, 3.26812, 5.2035, 3.27993, 2.81594, 4.16813]",0,-4.81311,-43.318,-4.81311,-43.318,,,60.5406,60.1037,60.3221,209.563,0.194458,0.243598,0.618534,36.5737,38.0489,37.3113,2120.87,2956.72,1935.63,"[[105.467, 36.3833, 40.7833, 0, 0, 0], [36.1667, 104.833, 40.7333, 0, 0, 0], [40.7833, 40.3667, 94.8333, 0, 0, 0], [0, 0, 0, 46.7667, 0, 0], [0, 0, 0, 0, 46.7667, 0], [0, 0, 0, 0, 0, 34.3]]",92.8005,101.919,212.024,27.0516,26.3589,3.3333,0.0000471,1.8344,0.441888,3.97699,-53.1485,-478.336,
Cu36Ga16,aflow:015780f696dcf7c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu9Ga4_ICSD_627389,cP52,T_d,symmetric,none,215,215,cP52,cubic,2,"['Cu', 'Ga']",52,8.42504,12.9001,670.805,"[-0.1835, -0.1835, -0.1835, -0.1835, -0.1299, -0.0598, -0.0824, -0.1057, -0.0656, -0.0656, -0.0656, -0.0656, -0.1202, -0.1542, -0.1202, -0.1542, -0.1542, -0.1202, -0.0467, -0.0839, -0.0467, -0.0839, -0.0839, -0.0467, -0.1367, -0.1367, -0.1367, -0.1367, -0.1367, -0.1367, -0.1367, -0.1367, -0.1367, -0.1367, -0.1367, -0.1367, 0.2426, 0.2426, 0.2426, 0.2426, 0.2716, 0.2716, 0.2716, 0.2716, 0.2716, 0.2716, 0.2716, 0.2716, 0.2716, 0.2716, 0.2716, 0.2716]","[12.41, 12.41, 12.41, 12.41, 12.34, 12, 12.11, 12.22, 11.79, 11.79, 11.79, 11.79, 12.72, 12.89, 12.72, 12.89, 12.89, 12.72, 12.25, 12.44, 12.25, 12.44, 12.44, 12.25, 12.82, 12.82, 12.82, 12.82, 12.82, 12.82, 12.82, 12.82, 12.82, 12.82, 12.82, 12.82, 13.68, 13.68, 13.68, 13.68, 13.82, 13.82, 13.82, 13.82, 13.82, 13.82, 13.82, 13.82, 13.82, 13.82, 13.82, 13.82]",0,"[2.48134, 2.4748, 3.02099]",0,-2.38663,-124.105,-2.38663,-124.105,,,118.55,118.55,118.55,354.124,0.0293517,0.300333,0.460651,54.4504,54.77,54.6102,2789.61,3889.01,2545.96,"[[198.517, 78.5667, 78.5667, 0, 0, 0], [78.5667, 198.517, 78.5667, 0, 0, 0], [78.5667, 78.5667, 198.517, 0, 0, 0], [0, 0, 0, 51.3, 0, 0], [0, 0, 0, 0, 51.3, 0], [0, 0, 0, 0, 0, 51.3]]",142.023,90.2877,336.837,156.13,147.1,0.657801,0.0000796,2.51039,0.329781,17.1486,-16.8292,-875.119,
Ir8Zr16,aflow:0164efa5098257b9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ir1Zr2_ICSD_641208,cF96,O_h,2_x_symmetric,centrosymmetric,227,227,cF96,cubic,2,"['Ir', 'Zr']",24,10.2025,20.3264,487.833,"[-2.3003, -2.3029, -2.3303, -2.2984, -2.2934, -2.3, -2.3303, -2.3081, 1.3335, 1.3335, 1.3201, 1.3335, 1.0971, 1.0928, 1.0933, 1.0971, 1.0971, 1.0938, 1.0971, 1.0938, 1.0931, 1.0971, 1.0971, 1.0933]","[27.28, 27.3, 27.5, 27.27, 27.23, 27.28, 27.5, 27.34, 14.78, 14.78, 14.86, 14.78, 17.46, 17.53, 17.52, 17.46, 17.46, 17.52, 17.46, 17.52, 17.52, 17.46, 17.46, 17.52]",0,"[3.48797, 2.71022, 3.22823]",0,-8.32112,-199.707,-8.32112,-199.707,,,135.017,135.017,135.017,200.546,0.105883,0.400688,0.212708,28.4182,29.02,28.7191,1838.34,2562.84,1677.77,"[[167.083, 118.983, 118.983, 0, 0, 0], [118.983, 167.083, 118.983, 0, 0, 0], [118.983, 118.983, 167.083, 0, 0, 0], [0, 0, 0, 32.3333, 0, 0], [0, 0, 0, 0, 32.3333, 0], [0, 0, 0, 0, 0, 32.3333]]",80.453,75.5764,217.967,71.151,70.1631,1.26678,0.0000251,1.856,0.432676,10.3842,-50.2445,-1205.87,
Ho12Ru4,aflow:01692a28f1f2dd06,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ho3Ru1_ICSD_639642,oP16,D_2h,2_x_dihedral,centrosymmetric,62,62,oP16,orthorhombic,2,"['Ho', 'Ru']",16,9.54162,25.9246,414.794,"[0.8086, 0.8086, 0.8086, 0.8088, 0.8088, 0.8088, 0.8086, 0.8086, 0.752, 0.7518, 0.7521, 0.7521, -2.3693, -2.3693, -2.3693, -2.3693]","[23.44, 23.44, 23.44, 23.44, 23.44, 23.44, 23.44, 23.44, 24.15, 24.15, 24.15, 24.15, 32.67, 32.67, 32.67, 32.67]",0,"[3.37323, 2.7174, 4.48411]",0,-5.22738,-83.6381,-5.22738,-83.6381,,,62.7636,64.138,63.4508,188.858,0.423407,0.307572,0.441494,26.9318,29.0944,28.0131,1877.42,2617.33,1713.44,"[[99.125, 50.3833, 38.8417, 0, 0, 0], [50.6167, 102.792, 50.8417, 0, 0, 0], [38.8083, 51.2167, 95.2583, 0, 0, 0], [0, 0, 0, 35.7167, 0, 0], [0, 0, 0, 0, 18.475, 0], [0, 0, 0, 0, 0, 38.9]]",73.2583,80.1638,201.985,47.9238,46.9513,2.00312,0.0000397,1.72595,0.452591,7.24145,-56.5098,-904.157,
Cr3N1Pt1,aflow:01758f0392712488,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cr3N1Pt1_ICSD_53142,cP5,O_h,2_x_symmetric,centrosymmetric,221,221,cP5,cubic,3,"['Cr', 'N', 'Pt']",5,8.35768,14.5073,72.5366,"[0.9943, 0.9943, 0.9943, -1.6214, -1.3615]","[11.85, 11.85, 11.85, 10.91, 26.07]",2.39131,"[2.94897, 2.08524, 2.94897, 4.17048, 3.61174, 4.17048]",0,-6.92568,-34.6284,-6.92568,-34.6284,,,115.186,115.186,115.186,340.066,0.273075,0.297193,0.469029,52.5895,55.4617,54.0256,2785.8,3883.7,2542.48,"[[210.725, 67.4167, 67.4167, 0, 0, 0], [67.4167, 210.725, 67.4167, 0, 0, 0], [67.4167, 67.4167, 210.725, 0, 0, 0], [0, 0, 0, 44.6667, 0, 0], [0, 0, 0, 0, 44.6667, 0], [0, 0, 0, 0, 0, 44.6667]]",140.163,201.172,343.932,14.8126,14.1025,3.6728,0.0000645,2.56492,0.323738,1.61869,-14.7881,-73.9404,
Ga4Ho2Pd2,aflow:0177b88e5627be73,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ga2Ho1Pd1_ICSD_600151,oS16,D_2h,2_x_dihedral,centrosymmetric,63,63,oS16,orthorhombic,3,"['Ga', 'Ho', 'Pd']",8,9.23415,18.4683,147.747,,,0,"[2.61347, 3.0147, 2.65006, 3.75991, 2.91095, 4.10624]",0,-3.79918,-30.3935,-3.79918,-30.3935,,,97.0825,98.1944,97.6385,277.634,0.54583,0.293613,0.47863,44.3621,49.1033,46.7327,2464.93,3436.37,2249.64,"[[164.467, 63.7167, 84.9333, 0, 0, 0], [63.0833, 164.283, 62.75, 0, 0, 0], [84.6333, 63.1833, 132.8, 0, 0, 0], [0, 0, 0, 53.9, 0, 0], [0, 0, 0, 0, 73.6, 0], [0, 0, 0, 0, 0, 34.5333]]",120.908,138.5,277.089,23.9287,23.0471,2.78277,0.0000552,2.27119,0.376013,3.0081,-32.1097,-256.878,
Ce1Tl3,aflow:018580c862562859,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ce1Tl3_ICSD_102295,cP4,O_h,2_x_symmetric,centrosymmetric,221,221,cP4,cubic,2,"['Ce', 'Tl']",4,11.3856,27.4639,109.856,"[1.1535, -0.3943, -0.3817, -0.3775]","[24.74, 28.46, 28.36, 28.3]",0,"[4.78932, 3.38656, 3.38656]",0,-2.88539,-11.5415,-2.88539,-11.5415,,,57.2667,57.2667,57.2667,152.116,0.136771,0.326054,0.393526,22.2319,22.84,22.5359,1541.53,2149.06,1406.89,"[[81.8333, 44.9833, 44.9833, 0, 0, 0], [44.9833, 81.8333, 44.9833, 0, 0, 0], [44.9833, 44.9833, 81.8333, 0, 0, 0], [0, 0, 0, 25.7833, 0, 0], [0, 0, 0, 0, 25.7833, 0], [0, 0, 0, 0, 0, 25.7833]]",59.7677,93.2342,148.013,12.5671,11.8663,1.17159,0.0000779,2.47198,0.539317,2.15727,-83.3712,-333.485,
Ge8,aflow:01a1f3fb30a91645,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ge1_ICSD_167204,hP8,D_6h,2_x_dihedral,centrosymmetric,194,194,hP8,hexagonal,1,['Ge'],8,5.0965,23.6513,189.21,,,0,[2.47953],0,-4.49498,-35.9598,-4.49498,-35.9598,0.069952,0,61.59,61.5352,61.5626,342.355,0.117205,0.199588,0.751289,45.7115,46.7911,46.2513,3300.8,4601.66,3012.5,"[[128.217, 32.3333, 22.45, 0, 0, 0], [31.9667, 128.683, 22.3, 0, 0, 0], [22.4, 22.3167, 142.85, 0, 0, 0], [0, 0, 0, 39.4, 0, 0], [0, 0, 0, 0, 39.4, 0], [0, 0, 0, 0, 0, 47.5833]]",110.965,165,329.987,23.7605,22.6722,3.63824,0.0000696,2.26676,0.333696,2.66957,-18.1453,-145.162,
As1Rh2,aflow:01a40028ad8815a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Rh2_ICSD_43362,cF12,O_h,2_x_symmetric,centrosymmetric,225,225,cF12,cubic,2,"['As', 'Rh']",3,10.0209,15.5065,46.5196,"[0.273, -0.1298, -0.1432]","[13.5, 16.47, 16.55]",0,"[4.03692, 2.4721, 2.85453]",0,-4.6929,-14.0787,-4.6929,-14.0787,,,195.45,195.45,195.45,355.671,0.774472,0.331755,0.378999,68.7509,79.4,74.0754,2979.04,4153.1,2718.84,"[[352.483, 116.933, 116.933, 0, 0, 0], [116.933, 352.483, 116.933, 0, 0, 0], [116.933, 116.933, 352.483, 0, 0, 0], [0, 0, 0, 53.8167, 0, 0], [0, 0, 0, 0, 53.8167, 0], [0, 0, 0, 0, 0, 53.8167]]",197.301,244.757,353.018,8.6242,8.41814,8.29395,0.0000335,2.42106,0.313904,0.941712,-11.4404,-34.3211,
Li2Se1,aflow:01a70da6b0c35513,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li2Se1_ICSD_168446,cF12,O_h,2_x_symmetric,centrosymmetric,225,225,cF12,cubic,2,"['Li', 'Se']",3,2.82303,18.2036,54.6108,"[0.853, 0.853, -1.7059]","[4.137, 4.138, 46.34]",0,"[3.01127, 2.60783, 4.25858]",2.9755,-3.69781,-11.0934,-3.69781,-11.0934,-3.8007,23097.3,33.8722,33.8722,33.8722,384.267,0.046819,0.184126,0.800273,26.9807,27.2333,27.107,3395.28,4733.38,3098.73,"[[65.9833, 17.8167, 17.8167, 0, 0, 0], [17.8167, 65.9833, 17.8167, 0, 0, 0], [17.8167, 17.8167, 65.9833, 0, 0, 0], [0, 0, 0, 29.3333, 0, 0], [0, 0, 0, 0, 29.3333, 0], [0, 0, 0, 0, 0, 29.3333]]",64.1962,256.544,369.733,9.00216,8.39009,6.36615,0.00013173,1.80341,0.307936,0.923807,-9.39186,-28.1756,
Ga3Ni5,aflow:01ab8b80d4bc4c9e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ga3Ni5_ICSD_103861,oS16,D_2h,2_x_dihedral,centrosymmetric,65,65,oS16,orthorhombic,2,"['Ga', 'Ni']",8,9.02113,11.5657,92.526,"[0.4031, 0.4956, 0.4955, -0.1677, -0.2873, -0.2873, -0.326, -0.326]","[11.49, 11.34, 11.34, 11.25, 11.78, 11.78, 11.77, 11.77]",0,"[2.82356, 2.37918, 2.49835]",0,-2.52909,-20.2327,-2.52909,-20.2327,,,162.99,172.074,167.532,370.964,1.06546,0.340831,0.356127,54.1908,65.1344,59.6626,2817.82,3928.34,2571.7,"[[205.983, 153.517, 158.25, 0, 0, 0], [146.567, 240.817, 119.433, 0, 0, 0], [151.5, 122.25, 252.967, 0, 0, 0], [0, 0, 0, 51.85, 0, 0], [0, 0, 0, 0, 87.45, 0], [0, 0, 0, 0, 0, 94.6]]",159.995,182.5,364.91,23.1547,22.365,3.28898,0.0000509,2.2892,0.307265,2.45812,-9.16077,-73.2862,
